IDSUCURSAL;NITPROVEEDOR;FECHAEXP;FECHAEST;FECHAENTEGA;ESTADO
36;10000186;1/05/2018;6/05/2018;;Espera
37;10000187;2/05/2018;7/05/2018;6/05/2018;Entregado
38;10000188;3/05/2018;8/05/2018;7/05/2018;Entregado
39;10000189;4/05/2018;9/05/2018;8/05/2018;Entregado
40;10000190;5/05/2018;10/05/2018;;Espera
41;10000191;6/05/2018;11/05/2018;10/05/2018;Entregado
42;10000192;7/05/2018;12/05/2018;11/05/2018;Entregado
43;10000193;8/05/2018;13/05/2018;;Espera
44;10000194;9/05/2018;14/05/2018;;Espera
45;10000195;10/05/2018;15/05/2018;14/05/2018;Entregado
46;10000196;11/05/2018;16/05/2018;15/05/2018;Entregado
47;10000197;12/05/2018;17/05/2018;16/05/2018;Entregado
48;10000198;13/05/2018;18/05/2018;;Espera
49;10000199;14/05/2018;19/05/2018;18/05/2018;Entregado
50;10000200;15/05/2018;20/05/2018;;Espera
51;10000201;16/05/2018;21/05/2018;;Espera
52;10000202;17/05/2018;22/05/2018;;Espera
53;10000203;18/05/2018;23/05/2018;22/05/2018;Entregado
54;10000204;19/05/2018;24/05/2018;23/05/2018;Entregado
55;10000205;20/05/2018;25/05/2018;;Espera
56;10000206;21/05/2018;26/05/2018;;Espera
57;10000207;22/05/2018;27/05/2018;;Espera
58;10000208;23/05/2018;28/05/2018;27/05/2018;Entregado
59;10000209;24/05/2018;29/05/2018;;Espera
60;10000210;25/05/2018;30/05/2018;;Espera
61;10000211;26/05/2018;31/05/2018;;Espera
62;10000212;27/05/2018;1/06/2018;;Espera
63;10000213;28/05/2018;2/06/2018;1/06/2018;Entregado
64;10000214;29/05/2018;3/06/2018;2/06/2018;Entregado
65;10000215;30/05/2018;4/06/2018;;Espera
66;10000216;31/05/2018;5/06/2018;4/06/2018;Entregado
67;10000217;1/06/2018;6/06/2018;;Espera
68;10000218;2/06/2018;7/06/2018;6/06/2018;Entregado
69;10000219;3/06/2018;8/06/2018;7/06/2018;Entregado
70;10000220;4/06/2018;9/06/2018;8/06/2018;Entregado
71;10000221;5/06/2018;10/06/2018;9/06/2018;Entregado
72;10000222;6/06/2018;11/06/2018;10/06/2018;Entregado
73;10000223;7/06/2018;12/06/2018;;Espera
74;10000224;8/06/2018;13/06/2018;;Espera
75;10000225;9/06/2018;14/06/2018;;Espera
76;10000226;10/06/2018;15/06/2018;;Espera
77;10000227;11/06/2018;16/06/2018;;Espera
78;10000228;12/06/2018;17/06/2018;16/06/2018;Entregado
79;10000229;13/06/2018;18/06/2018;17/06/2018;Entregado
80;10000230;14/06/2018;19/06/2018;18/06/2018;Entregado
81;10000231;15/06/2018;20/06/2018;19/06/2018;Entregado
82;10000232;16/06/2018;21/06/2018;20/06/2018;Entregado
83;10000233;17/06/2018;22/06/2018;21/06/2018;Entregado
84;10000234;18/06/2018;23/06/2018;22/06/2018;Entregado
85;10000235;19/06/2018;24/06/2018;23/06/2018;Entregado
86;10000236;20/06/2018;25/06/2018;24/06/2018;Entregado
87;10000237;21/06/2018;26/06/2018;;Espera
88;10000238;22/06/2018;27/06/2018;;Espera
89;10000239;23/06/2018;28/06/2018;;Espera
90;10000240;24/06/2018;29/06/2018;;Espera
91;10000241;25/06/2018;30/06/2018;;Espera
92;10000242;26/06/2018;1/07/2018;;Espera
93;10000243;27/06/2018;2/07/2018;;Espera
94;10000244;28/06/2018;3/07/2018;2/07/2018;Entregado
95;10000245;29/06/2018;4/07/2018;3/07/2018;Entregado
96;10000246;30/06/2018;5/07/2018;4/07/2018;Entregado
97;10000247;1/07/2018;6/07/2018;;Espera
98;10000248;2/07/2018;7/07/2018;6/07/2018;Entregado
99;10000249;3/07/2018;8/07/2018;7/07/2018;Entregado
100;10000250;4/07/2018;9/07/2018;;Espera
101;10000251;5/07/2018;10/07/2018;9/07/2018;Entregado
102;10000252;6/07/2018;11/07/2018;;Espera
103;10000253;7/07/2018;12/07/2018;;Espera
104;10000254;8/07/2018;13/07/2018;12/07/2018;Entregado
105;10000255;9/07/2018;14/07/2018;;Espera
106;10000256;10/07/2018;15/07/2018;14/07/2018;Entregado
107;10000257;11/07/2018;16/07/2018;15/07/2018;Entregado
108;10000258;12/07/2018;17/07/2018;;Espera
109;10000259;13/07/2018;18/07/2018;17/07/2018;Entregado
110;10000260;14/07/2018;19/07/2018;18/07/2018;Entregado
111;10000261;15/07/2018;20/07/2018;19/07/2018;Entregado
112;10000262;16/07/2018;21/07/2018;20/07/2018;Entregado
113;10000263;17/07/2018;22/07/2018;;Espera
114;10000264;18/07/2018;23/07/2018;;Espera
115;10000265;19/07/2018;24/07/2018;;Espera
116;10000266;20/07/2018;25/07/2018;;Espera
117;10000267;21/07/2018;26/07/2018;;Espera
118;10000268;22/07/2018;27/07/2018;;Espera
119;10000269;23/07/2018;28/07/2018;27/07/2018;Entregado
120;10000270;24/07/2018;29/07/2018;28/07/2018;Entregado
121;10000271;25/07/2018;30/07/2018;29/07/2018;Entregado
122;10000272;26/07/2018;31/07/2018;30/07/2018;Entregado
123;10000273;27/07/2018;1/08/2018;;Espera
124;10000274;28/07/2018;2/08/2018;;Espera
125;10000275;29/07/2018;3/08/2018;2/08/2018;Entregado
126;10000276;30/07/2018;4/08/2018;;Espera
127;10000277;31/07/2018;5/08/2018;;Espera
128;10000278;1/08/2018;6/08/2018;;Espera
129;10000279;2/08/2018;7/08/2018;;Espera
130;10000280;3/08/2018;8/08/2018;;Espera
131;10000281;4/08/2018;9/08/2018;;Espera
132;10000282;5/08/2018;10/08/2018;9/08/2018;Entregado
133;10000283;6/08/2018;11/08/2018;10/08/2018;Entregado
134;10000284;7/08/2018;12/08/2018;;Espera
135;10000285;8/08/2018;13/08/2018;;Espera
136;10000286;9/08/2018;14/08/2018;13/08/2018;Entregado
137;10000287;10/08/2018;15/08/2018;14/08/2018;Entregado
138;10000288;11/08/2018;16/08/2018;15/08/2018;Entregado
139;10000289;12/08/2018;17/08/2018;16/08/2018;Entregado
140;10000290;13/08/2018;18/08/2018;17/08/2018;Entregado
141;10000291;14/08/2018;19/08/2018;18/08/2018;Entregado
142;10000292;15/08/2018;20/08/2018;19/08/2018;Entregado
143;10000293;16/08/2018;21/08/2018;20/08/2018;Entregado
144;10000294;17/08/2018;22/08/2018;;Espera
145;10000295;18/08/2018;23/08/2018;;Espera
146;10000296;19/08/2018;24/08/2018;23/08/2018;Entregado
147;10000297;20/08/2018;25/08/2018;;Espera
148;10000298;21/08/2018;26/08/2018;;Espera
149;10000299;22/08/2018;27/08/2018;;Espera
150;10000300;23/08/2018;28/08/2018;;Espera
1;10000001;24/08/2018;29/08/2018;;Espera
2;10000002;25/08/2018;30/08/2018;;Espera
3;10000003;26/08/2018;31/08/2018;30/08/2018;Entregado
4;10000004;27/08/2018;1/09/2018;31/08/2018;Entregado
5;10000005;28/08/2018;2/09/2018;1/09/2018;Entregado
6;10000006;29/08/2018;3/09/2018;2/09/2018;Entregado
7;10000007;30/08/2018;4/09/2018;3/09/2018;Entregado
8;10000008;31/08/2018;5/09/2018;4/09/2018;Entregado
9;10000009;1/09/2018;6/09/2018;;Espera
10;10000010;2/09/2018;7/09/2018;;Espera
11;10000011;3/09/2018;8/09/2018;7/09/2018;Entregado
12;10000012;4/09/2018;9/09/2018;;Espera
13;10000013;5/09/2018;10/09/2018;;Espera
14;10000014;6/09/2018;11/09/2018;10/09/2018;Entregado
15;10000015;7/09/2018;12/09/2018;;Espera
16;10000016;8/09/2018;13/09/2018;12/09/2018;Entregado
17;10000017;9/09/2018;14/09/2018;;Espera
18;10000018;10/09/2018;15/09/2018;;Espera
19;10000019;11/09/2018;16/09/2018;15/09/2018;Entregado
20;10000020;12/09/2018;17/09/2018;;Espera
21;10000021;13/09/2018;18/09/2018;17/09/2018;Entregado
22;10000022;14/09/2018;19/09/2018;;Espera
23;10000023;15/09/2018;20/09/2018;;Espera
24;10000024;16/09/2018;21/09/2018;;Espera
25;10000025;17/09/2018;22/09/2018;;Espera
26;10000026;18/09/2018;23/09/2018;;Espera
27;10000027;19/09/2018;24/09/2018;;Espera
28;10000028;20/09/2018;25/09/2018;24/09/2018;Entregado
29;10000029;21/09/2018;26/09/2018;25/09/2018;Entregado
30;10000030;22/09/2018;27/09/2018;;Espera
31;10000031;23/09/2018;28/09/2018;;Espera
32;10000032;24/09/2018;29/09/2018;28/09/2018;Entregado
33;10000033;25/09/2018;30/09/2018;;Espera
34;10000034;26/09/2018;1/10/2018;;Espera
35;10000035;27/09/2018;2/10/2018;1/10/2018;Entregado
36;10000036;28/09/2018;3/10/2018;2/10/2018;Entregado
37;10000037;29/09/2018;4/10/2018;3/10/2018;Entregado
38;10000038;30/09/2018;5/10/2018;4/10/2018;Entregado
39;10000039;1/10/2018;6/10/2018;5/10/2018;Entregado
40;10000040;2/10/2018;7/10/2018;;Espera
41;10000041;3/10/2018;8/10/2018;;Espera
42;10000042;4/10/2018;9/10/2018;;Espera
43;10000043;5/10/2018;10/10/2018;;Espera
44;10000044;6/10/2018;11/10/2018;10/10/2018;Entregado
45;10000045;7/10/2018;12/10/2018;11/10/2018;Entregado
46;10000046;8/10/2018;13/10/2018;12/10/2018;Entregado
47;10000047;9/10/2018;14/10/2018;13/10/2018;Entregado
48;10000048;10/10/2018;15/10/2018;;Espera
49;10000049;11/10/2018;16/10/2018;;Espera
50;10000050;12/10/2018;17/10/2018;16/10/2018;Entregado
51;10000051;13/10/2018;18/10/2018;;Espera
52;10000052;14/10/2018;19/10/2018;18/10/2018;Entregado
53;10000053;15/10/2018;20/10/2018;;Espera
54;10000054;16/10/2018;21/10/2018;20/10/2018;Entregado
55;10000055;17/10/2018;22/10/2018;;Espera
56;10000056;18/10/2018;23/10/2018;;Espera
57;10000057;19/10/2018;24/10/2018;;Espera
58;10000058;20/10/2018;25/10/2018;24/10/2018;Entregado
59;10000059;21/10/2018;26/10/2018;25/10/2018;Entregado
60;10000060;22/10/2018;27/10/2018;;Espera
61;10000061;23/10/2018;28/10/2018;;Espera
62;10000062;24/10/2018;29/10/2018;28/10/2018;Entregado
63;10000063;25/10/2018;30/10/2018;29/10/2018;Entregado
64;10000064;26/10/2018;31/10/2018;;Espera
65;10000065;27/10/2018;1/11/2018;31/10/2018;Entregado
66;10000066;28/10/2018;2/11/2018;1/11/2018;Entregado
67;10000067;29/10/2018;3/11/2018;;Espera
68;10000068;30/10/2018;4/11/2018;3/11/2018;Entregado
69;10000069;31/10/2018;5/11/2018;4/11/2018;Entregado
70;10000070;1/11/2018;6/11/2018;;Espera
71;10000071;2/11/2018;7/11/2018;;Espera
72;10000072;3/11/2018;8/11/2018;;Espera
73;10000073;4/11/2018;9/11/2018;8/11/2018;Entregado
74;10000074;5/11/2018;10/11/2018;9/11/2018;Entregado
75;10000075;6/11/2018;11/11/2018;;Espera
76;10000076;7/11/2018;12/11/2018;11/11/2018;Entregado
77;10000077;8/11/2018;13/11/2018;12/11/2018;Entregado
78;10000078;9/11/2018;14/11/2018;;Espera
79;10000079;10/11/2018;15/11/2018;14/11/2018;Entregado
80;10000080;11/11/2018;16/11/2018;;Espera
81;10000081;12/11/2018;17/11/2018;16/11/2018;Entregado
82;10000082;13/11/2018;18/11/2018;17/11/2018;Entregado
83;10000083;14/11/2018;19/11/2018;18/11/2018;Entregado
84;10000084;15/11/2018;20/11/2018;19/11/2018;Entregado
85;10000085;16/11/2018;21/11/2018;;Espera
86;10000086;17/11/2018;22/11/2018;21/11/2018;Entregado
87;10000087;18/11/2018;23/11/2018;22/11/2018;Entregado
88;10000088;19/11/2018;24/11/2018;23/11/2018;Entregado
89;10000089;20/11/2018;25/11/2018;;Espera
90;10000090;21/11/2018;26/11/2018;25/11/2018;Entregado
91;10000091;22/11/2018;27/11/2018;26/11/2018;Entregado
92;10000092;23/11/2018;28/11/2018;;Espera
93;10000093;24/11/2018;29/11/2018;28/11/2018;Entregado
94;10000094;25/11/2018;30/11/2018;;Espera
95;10000095;26/11/2018;1/12/2018;30/11/2018;Entregado
96;10000096;27/11/2018;2/12/2018;1/12/2018;Entregado
97;10000097;28/11/2018;3/12/2018;2/12/2018;Entregado
98;10000098;29/11/2018;4/12/2018;;Espera
99;10000099;30/11/2018;5/12/2018;4/12/2018;Entregado
100;10000100;1/12/2018;6/12/2018;;Espera
101;10000101;2/12/2018;7/12/2018;;Espera
102;10000102;3/12/2018;8/12/2018;7/12/2018;Entregado
103;10000103;4/12/2018;9/12/2018;8/12/2018;Entregado
104;10000104;5/12/2018;10/12/2018;;Espera
105;10000105;6/12/2018;11/12/2018;;Espera
106;10000106;7/12/2018;12/12/2018;;Espera
107;10000107;8/12/2018;13/12/2018;;Espera
108;10000108;9/12/2018;14/12/2018;;Espera
109;10000109;10/12/2018;15/12/2018;;Espera
110;10000110;11/12/2018;16/12/2018;15/12/2018;Entregado
111;10000111;12/12/2018;17/12/2018;;Espera
112;10000112;13/12/2018;18/12/2018;17/12/2018;Entregado
113;10000113;14/12/2018;19/12/2018;;Espera
114;10000114;15/12/2018;20/12/2018;;Espera
115;10000115;16/12/2018;21/12/2018;20/12/2018;Entregado
116;10000116;17/12/2018;22/12/2018;;Espera
117;10000117;18/12/2018;23/12/2018;22/12/2018;Entregado
118;10000118;19/12/2018;24/12/2018;23/12/2018;Entregado
119;10000119;20/12/2018;25/12/2018;;Espera
120;10000120;21/12/2018;26/12/2018;25/12/2018;Entregado
121;10000121;22/12/2018;27/12/2018;26/12/2018;Entregado
122;10000122;23/12/2018;28/12/2018;27/12/2018;Entregado
123;10000123;24/12/2018;29/12/2018;28/12/2018;Entregado
124;10000124;25/12/2018;30/12/2018;;Espera
125;10000125;26/12/2018;31/12/2018;30/12/2018;Entregado
126;10000126;27/12/2018;1/01/2019;;Espera
127;10000127;28/12/2018;2/01/2019;;Espera
128;10000128;29/12/2018;3/01/2019;;Espera
129;10000129;30/12/2018;4/01/2019;3/01/2019;Entregado
130;10000130;31/12/2018;5/01/2019;4/01/2019;Entregado
131;10000131;1/01/2017;6/01/2017;5/01/2017;Entregado
132;10000132;2/01/2017;7/01/2017;6/01/2017;Entregado
133;10000133;3/01/2017;8/01/2017;;Espera
134;10000134;4/01/2017;9/01/2017;8/01/2017;Entregado
135;10000135;5/01/2017;10/01/2017;9/01/2017;Entregado
136;10000136;6/01/2017;11/01/2017;10/01/2017;Entregado
137;10000137;7/01/2017;12/01/2017;;Espera
138;10000138;8/01/2017;13/01/2017;;Espera
139;10000139;9/01/2017;14/01/2017;;Espera
140;10000140;10/01/2017;15/01/2017;14/01/2017;Entregado
141;10000141;11/01/2017;16/01/2017;15/01/2017;Entregado
142;10000142;12/01/2017;17/01/2017;16/01/2017;Entregado
143;10000143;13/01/2017;18/01/2017;;Espera
144;10000144;14/01/2017;19/01/2017;18/01/2017;Entregado
145;10000145;15/01/2017;20/01/2017;19/01/2017;Entregado
146;10000146;16/01/2017;21/01/2017;20/01/2017;Entregado
147;10000147;17/01/2017;22/01/2017;;Espera
148;10000148;18/01/2017;23/01/2017;;Espera
149;10000149;19/01/2017;24/01/2017;23/01/2017;Entregado
150;10000150;20/01/2017;25/01/2017;;Espera
1;10000151;21/01/2017;26/01/2017;;Espera
2;10000152;22/01/2017;27/01/2017;;Espera
3;10000153;23/01/2017;28/01/2017;;Espera
4;10000154;24/01/2017;29/01/2017;;Espera
5;10000155;25/01/2017;30/01/2017;;Espera
6;10000156;26/01/2017;31/01/2017;;Espera
7;10000157;27/01/2017;1/02/2017;;Espera
8;10000158;28/01/2017;2/02/2017;;Espera
9;10000159;29/01/2017;3/02/2017;;Espera
10;10000160;30/01/2017;4/02/2017;;Espera
11;10000161;31/01/2017;5/02/2017;;Espera
12;10000162;1/02/2017;6/02/2017;;Espera
13;10000163;2/02/2017;7/02/2017;;Espera
14;10000164;3/02/2017;8/02/2017;7/02/2017;Entregado
15;10000165;4/02/2017;9/02/2017;;Espera
16;10000166;5/02/2017;10/02/2017;9/02/2017;Entregado
17;10000167;6/02/2017;11/02/2017;;Espera
18;10000168;7/02/2017;12/02/2017;11/02/2017;Entregado
19;10000169;8/02/2017;13/02/2017;12/02/2017;Entregado
20;10000170;9/02/2017;14/02/2017;;Espera
21;10000171;10/02/2017;15/02/2017;;Espera
22;10000172;11/02/2017;16/02/2017;15/02/2017;Entregado
23;10000173;12/02/2017;17/02/2017;16/02/2017;Entregado
24;10000174;13/02/2017;18/02/2017;;Espera
25;10000175;14/02/2017;19/02/2017;18/02/2017;Entregado
26;10000176;15/02/2017;20/02/2017;19/02/2017;Entregado
27;10000177;16/02/2017;21/02/2017;20/02/2017;Entregado
28;10000178;17/02/2017;22/02/2017;21/02/2017;Entregado
29;10000179;18/02/2017;23/02/2017;22/02/2017;Entregado
30;10000180;19/02/2017;24/02/2017;23/02/2017;Entregado
31;10000181;20/02/2017;25/02/2017;;Espera
32;10000182;21/02/2017;26/02/2017;25/02/2017;Entregado
33;10000183;22/02/2017;27/02/2017;26/02/2017;Entregado
34;10000184;23/02/2017;28/02/2017;;Espera
35;10000185;24/02/2017;1/03/2017;28/02/2017;Entregado
36;10000186;25/02/2017;2/03/2017;1/03/2017;Entregado
37;10000187;26/02/2017;3/03/2017;2/03/2017;Entregado
38;10000188;27/02/2017;4/03/2017;3/03/2017;Entregado
39;10000189;28/02/2017;5/03/2017;4/03/2017;Entregado
40;10000190;1/03/2017;6/03/2017;;Espera
41;10000191;2/03/2017;7/03/2017;;Espera
42;10000192;3/03/2017;8/03/2017;7/03/2017;Entregado
43;10000193;4/03/2017;9/03/2017;;Espera
44;10000194;5/03/2017;10/03/2017;;Espera
45;10000195;6/03/2017;11/03/2017;;Espera
46;10000196;7/03/2017;12/03/2017;;Espera
47;10000197;8/03/2017;13/03/2017;;Espera
48;10000198;9/03/2017;14/03/2017;;Espera
49;10000199;10/03/2017;15/03/2017;14/03/2017;Entregado
50;10000200;11/03/2017;16/03/2017;;Espera
51;10000201;12/03/2017;17/03/2017;;Espera
52;10000202;13/03/2017;18/03/2017;17/03/2017;Entregado
53;10000203;14/03/2017;19/03/2017;18/03/2017;Entregado
54;10000204;15/03/2017;20/03/2017;19/03/2017;Entregado
55;10000205;16/03/2017;21/03/2017;20/03/2017;Entregado
56;10000206;17/03/2017;22/03/2017;21/03/2017;Entregado
57;10000207;18/03/2017;23/03/2017;;Espera
58;10000208;19/03/2017;24/03/2017;;Espera
59;10000209;20/03/2017;25/03/2017;24/03/2017;Entregado
60;10000210;21/03/2017;26/03/2017;25/03/2017;Entregado
61;10000211;22/03/2017;27/03/2017;;Espera
62;10000212;23/03/2017;28/03/2017;27/03/2017;Entregado
63;10000213;24/03/2017;29/03/2017;;Espera
64;10000214;25/03/2017;30/03/2017;29/03/2017;Entregado
65;10000215;26/03/2017;31/03/2017;30/03/2017;Entregado
66;10000216;27/03/2017;1/04/2017;;Espera
67;10000217;28/03/2017;2/04/2017;1/04/2017;Entregado
68;10000218;29/03/2017;3/04/2017;;Espera
69;10000219;30/03/2017;4/04/2017;3/04/2017;Entregado
70;10000220;31/03/2017;5/04/2017;4/04/2017;Entregado
71;10000221;1/04/2017;6/04/2017;5/04/2017;Entregado
72;10000222;2/04/2017;7/04/2017;6/04/2017;Entregado
73;10000223;3/04/2017;8/04/2017;;Espera
74;10000224;4/04/2017;9/04/2017;;Espera
75;10000225;5/04/2017;10/04/2017;9/04/2017;Entregado
76;10000226;6/04/2017;11/04/2017;10/04/2017;Entregado
77;10000227;7/04/2017;12/04/2017;11/04/2017;Entregado
78;10000228;8/04/2017;13/04/2017;12/04/2017;Entregado
79;10000229;9/04/2017;14/04/2017;;Espera
80;10000230;10/04/2017;15/04/2017;14/04/2017;Entregado
81;10000231;11/04/2017;16/04/2017;15/04/2017;Entregado
82;10000232;12/04/2017;17/04/2017;16/04/2017;Entregado
83;10000233;13/04/2017;18/04/2017;17/04/2017;Entregado
84;10000234;14/04/2017;19/04/2017;;Espera
85;10000235;15/04/2017;20/04/2017;19/04/2017;Entregado
86;10000236;16/04/2017;21/04/2017;;Espera
87;10000237;17/04/2017;22/04/2017;;Espera
88;10000238;18/04/2017;23/04/2017;22/04/2017;Entregado
89;10000239;19/04/2017;24/04/2017;;Espera
90;10000240;20/04/2017;25/04/2017;;Espera
91;10000241;21/04/2017;26/04/2017;25/04/2017;Entregado
92;10000242;22/04/2017;27/04/2017;;Espera
93;10000243;23/04/2017;28/04/2017;;Espera
94;10000244;24/04/2017;29/04/2017;28/04/2017;Entregado
95;10000245;25/04/2017;30/04/2017;29/04/2017;Entregado
96;10000246;26/04/2017;1/05/2017;;Espera
97;10000247;27/04/2017;2/05/2017;;Espera
98;10000248;28/04/2017;3/05/2017;;Espera
99;10000249;29/04/2017;4/05/2017;;Espera
100;10000250;30/04/2017;5/05/2017;4/05/2017;Entregado
101;10000251;1/05/2017;6/05/2017;;Espera
102;10000252;2/05/2017;7/05/2017;;Espera
103;10000253;3/05/2017;8/05/2017;7/05/2017;Entregado
104;10000254;4/05/2017;9/05/2017;8/05/2017;Entregado
105;10000255;5/05/2017;10/05/2017;9/05/2017;Entregado
106;10000256;6/05/2017;11/05/2017;10/05/2017;Entregado
107;10000257;7/05/2017;12/05/2017;11/05/2017;Entregado
108;10000258;8/05/2017;13/05/2017;;Espera
109;10000259;9/05/2017;14/05/2017;;Espera
110;10000260;10/05/2017;15/05/2017;;Espera
111;10000261;11/05/2017;16/05/2017;15/05/2017;Entregado
112;10000262;12/05/2017;17/05/2017;;Espera
113;10000263;13/05/2017;18/05/2017;17/05/2017;Entregado
114;10000264;14/05/2017;19/05/2017;;Espera
115;10000265;15/05/2017;20/05/2017;19/05/2017;Entregado
116;10000266;16/05/2017;21/05/2017;20/05/2017;Entregado
117;10000267;17/05/2017;22/05/2017;;Espera
118;10000268;18/05/2017;23/05/2017;22/05/2017;Entregado
119;10000269;19/05/2017;24/05/2017;23/05/2017;Entregado
120;10000270;20/05/2017;25/05/2017;;Espera
121;10000271;21/05/2017;26/05/2017;;Espera
122;10000272;22/05/2017;27/05/2017;;Espera
123;10000273;23/05/2017;28/05/2017;27/05/2017;Entregado
124;10000274;24/05/2017;29/05/2017;;Espera
125;10000275;25/05/2017;30/05/2017;;Espera
126;10000276;26/05/2017;31/05/2017;;Espera
127;10000277;27/05/2017;1/06/2017;;Espera
128;10000278;28/05/2017;2/06/2017;1/06/2017;Entregado
129;10000279;29/05/2017;3/06/2017;2/06/2017;Entregado
130;10000280;30/05/2017;4/06/2017;;Espera
131;10000281;31/05/2017;5/06/2017;;Espera
132;10000282;1/06/2017;6/06/2017;5/06/2017;Entregado
133;10000283;2/06/2017;7/06/2017;;Espera
134;10000284;3/06/2017;8/06/2017;7/06/2017;Entregado
135;10000285;4/06/2017;9/06/2017;8/06/2017;Entregado
136;10000286;5/06/2017;10/06/2017;;Espera
137;10000287;6/06/2017;11/06/2017;;Espera
138;10000288;7/06/2017;12/06/2017;11/06/2017;Entregado
139;10000289;8/06/2017;13/06/2017;12/06/2017;Entregado
140;10000290;9/06/2017;14/06/2017;13/06/2017;Entregado
141;10000291;10/06/2017;15/06/2017;14/06/2017;Entregado
142;10000292;11/06/2017;16/06/2017;;Espera
143;10000293;12/06/2017;17/06/2017;;Espera
144;10000294;13/06/2017;18/06/2017;17/06/2017;Entregado
145;10000295;14/06/2017;19/06/2017;;Espera
146;10000296;15/06/2017;20/06/2017;;Espera
147;10000297;16/06/2017;21/06/2017;;Espera
148;10000298;17/06/2017;22/06/2017;21/06/2017;Entregado
149;10000299;18/06/2017;23/06/2017;;Espera
150;10000300;19/06/2017;24/06/2017;;Espera
1;10000001;20/06/2017;25/06/2017;24/06/2017;Entregado
2;10000002;21/06/2017;26/06/2017;25/06/2017;Entregado
3;10000003;22/06/2017;27/06/2017;26/06/2017;Entregado
4;10000004;23/06/2017;28/06/2017;;Espera
5;10000005;24/06/2017;29/06/2017;;Espera
6;10000006;25/06/2017;30/06/2017;;Espera
7;10000007;26/06/2017;1/07/2017;;Espera
8;10000008;27/06/2017;2/07/2017;1/07/2017;Entregado
9;10000009;28/06/2017;3/07/2017;;Espera
10;10000010;29/06/2017;4/07/2017;;Espera
11;10000011;30/06/2017;5/07/2017;;Espera
12;10000012;1/07/2017;6/07/2017;;Espera
13;10000013;2/07/2017;7/07/2017;6/07/2017;Entregado
14;10000014;3/07/2017;8/07/2017;7/07/2017;Entregado
15;10000015;4/07/2017;9/07/2017;;Espera
16;10000016;5/07/2017;10/07/2017;9/07/2017;Entregado
17;10000017;6/07/2017;11/07/2017;;Espera
18;10000018;7/07/2017;12/07/2017;;Espera
19;10000019;8/07/2017;13/07/2017;;Espera
20;10000020;9/07/2017;14/07/2017;;Espera
21;10000021;10/07/2017;15/07/2017;;Espera
22;10000022;11/07/2017;16/07/2017;;Espera
23;10000023;12/07/2017;17/07/2017;16/07/2017;Entregado
24;10000024;13/07/2017;18/07/2017;;Espera
25;10000025;14/07/2017;19/07/2017;;Espera
26;10000026;15/07/2017;20/07/2017;;Espera
27;10000027;16/07/2017;21/07/2017;20/07/2017;Entregado
28;10000028;17/07/2017;22/07/2017;21/07/2017;Entregado
29;10000029;18/07/2017;23/07/2017;;Espera
30;10000030;19/07/2017;24/07/2017;;Espera
31;10000031;20/07/2017;25/07/2017;24/07/2017;Entregado
32;10000032;21/07/2017;26/07/2017;;Espera
33;10000033;22/07/2017;27/07/2017;26/07/2017;Entregado
34;10000034;23/07/2017;28/07/2017;27/07/2017;Entregado
