CodigoBarras;idCategoria;IdTipoProducto;Nombre;Marca;PRESENTACION;CantidadPresen;Unimedida;Volumen;Peso
1000000000361;2;2;Nombre X;Marca X;Presentacion X;7;ml;861;62025
1000000000362;3;3;Nombre Y;Marca Y;Presentacion Y;1;ml;862;62180
1000000000363;4;4;Nombre Z;Marca Z;Presentacion Z;7;gr;863;62335
1000000000364;5;5;Nombre A;Marca A;Presentacion A;1;gr;864;62490
1000000000365;6;6;Nombre B;Marca B;Presentacion B;8;gr;865;62645
1000000000366;7;7;Nombre C;Marca C;Presentacion C;6;ml;866;62800
1000000000367;8;8;Nombre D;Marca D;Presentacion D;8;gr;867;62955
1000000000368;9;9;Nombre E;Marca E;Presentacion E;5;ml;868;63110
1000000000369;1;1;Nombre F;Marca F;Presentacion F;1;ml;869;63265
1000000000370;2;2;Nombre G;Marca G;Presentacion G;6;gr;870;63420
1000000000371;3;3;Nombre H;Marca H;Presentacion H;5;ml;871;63575
1000000000372;4;4;Nombre I;Marca I;Presentacion I;5;ml;872;63730
1000000000373;5;5;Nombre J;Marca J;Presentacion J;7;gr;873;63885
1000000000374;6;6;Nombre K;Marca K;Presentacion K;2;gr;874;64040
1000000000375;7;7;Nombre L;Marca L;Presentacion L;6;gr;875;64195
1000000000376;8;8;Nombre M;Marca M;Presentacion M;6;ml;876;64350
1000000000377;9;9;Nombre N;Marca N;Presentacion N;5;gr;877;64505
1000000000378;1;1;Nombre O;Marca O;Presentacion O;9;ml;878;64660
1000000000379;2;2;Nombre P;Marca P;Presentacion P;4;ml;879;64815
1000000000380;3;3;Nombre Q;Marca Q;Presentacion Q;1;gr;880;64970
1000000000381;4;4;Nombre R;Marca R;Presentacion R;4;ml;881;65125
1000000000382;5;5;Nombre S;Marca S;Presentacion S;3;ml;882;65280
1000000000383;6;6;Nombre T;Marca T;Presentacion T;3;gr;883;65435
1000000000384;7;7;Nombre U;Marca U;Presentacion U;7;gr;884;65590
1000000000385;8;8;Nombre V;Marca V;Presentacion V;1;gr;885;65745
1000000000386;9;9;Nombre W;Marca W;Presentacion W;6;ml;886;65900
1000000000387;1;1;Nombre X;Marca X;Presentacion X;7;gr;887;66055
1000000000388;2;2;Nombre Y;Marca Y;Presentacion Y;4;ml;888;66210
1000000000389;3;3;Nombre Z;Marca Z;Presentacion Z;3;ml;889;66365
1000000000390;4;4;Nombre A;Marca A;Presentacion A;4;gr;890;66520
1000000000391;5;5;Nombre B;Marca B;Presentacion B;5;ml;891;66675
1000000000392;6;6;Nombre C;Marca C;Presentacion C;3;ml;892;66830
1000000000393;7;7;Nombre D;Marca D;Presentacion D;2;gr;893;66985
1000000000394;8;8;Nombre E;Marca E;Presentacion E;10;gr;894;67140
1000000000395;9;9;Nombre F;Marca F;Presentacion F;3;gr;895;67295
1000000000396;1;1;Nombre G;Marca G;Presentacion G;2;ml;896;67450
1000000000397;2;2;Nombre H;Marca H;Presentacion H;5;gr;897;67605
1000000000398;3;3;Nombre I;Marca I;Presentacion I;1;ml;898;67760
1000000000399;4;4;Nombre J;Marca J;Presentacion J;7;ml;899;67915
1000000000400;5;5;Nombre K;Marca K;Presentacion K;2;gr;900;68070
1000000000401;6;6;Nombre L;Marca L;Presentacion L;3;ml;901;68225
1000000000402;7;7;Nombre M;Marca M;Presentacion M;10;ml;902;68380
1000000000403;8;8;Nombre N;Marca N;Presentacion N;2;gr;903;68535
1000000000404;9;9;Nombre O;Marca O;Presentacion O;7;gr;904;68690
1000000000405;1;1;Nombre P;Marca P;Presentacion P;6;gr;905;68845
1000000000406;2;2;Nombre Q;Marca Q;Presentacion Q;6;ml;906;69000
1000000000407;3;3;Nombre R;Marca R;Presentacion R;8;gr;907;69155
1000000000408;4;4;Nombre S;Marca S;Presentacion S;8;ml;908;69310
1000000000409;5;5;Nombre T;Marca T;Presentacion T;2;ml;909;69465
1000000000410;6;6;Nombre U;Marca U;Presentacion U;6;gr;910;69620
1000000000411;7;7;Nombre V;Marca V;Presentacion V;10;ml;911;69775
1000000000412;8;8;Nombre W;Marca W;Presentacion W;9;ml;912;69930
1000000000413;9;9;Nombre X;Marca X;Presentacion X;3;gr;913;70085
1000000000414;1;1;Nombre Y;Marca Y;Presentacion Y;1;gr;914;70240
1000000000415;2;2;Nombre Z;Marca Z;Presentacion Z;7;gr;915;70395
1000000000416;3;3;Nombre A;Marca A;Presentacion A;7;ml;916;70550
1000000000417;4;4;Nombre B;Marca B;Presentacion B;7;gr;917;70705
1000000000418;5;5;Nombre C;Marca C;Presentacion C;4;ml;918;70860
1000000000419;6;6;Nombre D;Marca D;Presentacion D;8;ml;919;71015
1000000000420;7;7;Nombre E;Marca E;Presentacion E;5;gr;920;71170
1000000000421;8;8;Nombre F;Marca F;Presentacion F;9;ml;921;71325
1000000000422;9;9;Nombre G;Marca G;Presentacion G;10;ml;922;71480
1000000000423;1;1;Nombre H;Marca H;Presentacion H;10;gr;923;71635
1000000000424;2;2;Nombre I;Marca I;Presentacion I;9;gr;924;71790
1000000000425;3;3;Nombre J;Marca J;Presentacion J;2;gr;925;71945
1000000000426;4;4;Nombre K;Marca K;Presentacion K;4;ml;926;72100
1000000000427;5;5;Nombre L;Marca L;Presentacion L;8;gr;927;72255
1000000000428;6;6;Nombre M;Marca M;Presentacion M;6;ml;928;72410
1000000000429;7;7;Nombre N;Marca N;Presentacion N;1;ml;929;72565
1000000000430;8;8;Nombre O;Marca O;Presentacion O;3;gr;930;72720
1000000000431;9;9;Nombre P;Marca P;Presentacion P;9;ml;931;72875
1000000000432;1;1;Nombre Q;Marca Q;Presentacion Q;5;ml;932;73030
1000000000433;2;2;Nombre R;Marca R;Presentacion R;8;gr;933;73185
1000000000434;3;3;Nombre S;Marca S;Presentacion S;4;gr;934;73340
1000000000435;4;4;Nombre T;Marca T;Presentacion T;5;gr;935;73495
1000000000436;5;5;Nombre U;Marca U;Presentacion U;6;ml;936;73650
1000000000437;6;6;Nombre V;Marca V;Presentacion V;8;gr;937;73805
1000000000438;7;7;Nombre W;Marca W;Presentacion W;7;ml;938;73960
1000000000439;8;8;Nombre X;Marca X;Presentacion X;10;ml;939;74115
1000000000440;9;9;Nombre Y;Marca Y;Presentacion Y;9;gr;940;74270
1000000000441;1;1;Nombre Z;Marca Z;Presentacion Z;3;ml;941;74425
1000000000442;2;2;Nombre A;Marca A;Presentacion A;8;ml;942;74580
1000000000443;3;3;Nombre B;Marca B;Presentacion B;5;gr;943;74735
1000000000444;4;4;Nombre C;Marca C;Presentacion C;5;gr;944;74890
1000000000445;5;5;Nombre D;Marca D;Presentacion D;3;gr;945;75045
1000000000446;6;6;Nombre E;Marca E;Presentacion E;5;ml;946;75200
1000000000447;7;7;Nombre F;Marca F;Presentacion F;6;gr;947;75355
1000000000448;8;8;Nombre G;Marca G;Presentacion G;10;ml;948;75510
1000000000449;9;9;Nombre H;Marca H;Presentacion H;2;ml;949;75665
1000000000450;1;1;Nombre I;Marca I;Presentacion I;2;gr;950;75820
1000000000451;2;2;Nombre J;Marca J;Presentacion J;2;ml;951;75975
1000000000452;3;3;Nombre K;Marca K;Presentacion K;2;ml;952;76130
1000000000453;4;4;Nombre L;Marca L;Presentacion L;1;gr;953;76285
1000000000454;5;5;Nombre M;Marca M;Presentacion M;4;gr;954;76440
1000000000455;6;6;Nombre N;Marca N;Presentacion N;10;gr;955;76595
1000000000456;7;7;Nombre O;Marca O;Presentacion O;10;ml;956;76750
1000000000457;8;8;Nombre P;Marca P;Presentacion P;4;gr;957;76905
1000000000458;9;9;Nombre Q;Marca Q;Presentacion Q;8;ml;958;77060
1000000000459;1;1;Nombre R;Marca R;Presentacion R;6;ml;959;77215
1000000000460;2;2;Nombre S;Marca S;Presentacion S;6;gr;960;77370
1000000000461;3;3;Nombre T;Marca T;Presentacion T;9;ml;961;77525
1000000000462;4;4;Nombre U;Marca U;Presentacion U;6;ml;962;77680
1000000000463;5;5;Nombre V;Marca V;Presentacion V;10;gr;963;77835
1000000000464;6;6;Nombre W;Marca W;Presentacion W;10;gr;964;77990
1000000000465;7;7;Nombre X;Marca X;Presentacion X;9;gr;965;78145
1000000000466;8;8;Nombre Y;Marca Y;Presentacion Y;4;ml;966;78300
1000000000467;9;9;Nombre Z;Marca Z;Presentacion Z;4;gr;967;78455
1000000000468;1;1;Nombre A;Marca A;Presentacion A;9;ml;968;78610
1000000000469;2;2;Nombre B;Marca B;Presentacion B;3;ml;969;78765
1000000000470;3;3;Nombre C;Marca C;Presentacion C;2;gr;970;78920
1000000000471;4;4;Nombre D;Marca D;Presentacion D;1;ml;971;79075
1000000000472;5;5;Nombre E;Marca E;Presentacion E;6;ml;972;79230
1000000000473;6;6;Nombre F;Marca F;Presentacion F;2;gr;973;79385
1000000000474;7;7;Nombre G;Marca G;Presentacion G;5;gr;974;79540
1000000000475;8;8;Nombre H;Marca H;Presentacion H;8;gr;975;79695
1000000000476;9;9;Nombre I;Marca I;Presentacion I;7;ml;976;79850
1000000000477;1;1;Nombre J;Marca J;Presentacion J;9;gr;977;80005
1000000000478;2;2;Nombre K;Marca K;Presentacion K;2;ml;978;80160
1000000000479;3;3;Nombre L;Marca L;Presentacion L;10;ml;979;80315
1000000000480;4;4;Nombre M;Marca M;Presentacion M;10;gr;980;80470
1000000000481;5;5;Nombre N;Marca N;Presentacion N;9;ml;981;80625
1000000000482;6;6;Nombre O;Marca O;Presentacion O;3;ml;982;80780
1000000000483;7;7;Nombre P;Marca P;Presentacion P;10;gr;983;80935
1000000000484;8;8;Nombre Q;Marca Q;Presentacion Q;10;gr;984;81090
1000000000485;9;9;Nombre R;Marca R;Presentacion R;4;gr;985;81245
1000000000486;1;1;Nombre S;Marca S;Presentacion S;10;ml;986;81400
1000000000487;2;2;Nombre T;Marca T;Presentacion T;9;gr;987;81555
1000000000488;3;3;Nombre U;Marca U;Presentacion U;9;ml;988;81710
1000000000489;4;4;Nombre V;Marca V;Presentacion V;9;ml;989;81865
1000000000490;5;5;Nombre W;Marca W;Presentacion W;1;gr;990;82020
1000000000491;6;6;Nombre X;Marca X;Presentacion X;9;ml;991;82175
1000000000492;7;7;Nombre Y;Marca Y;Presentacion Y;10;ml;992;82330
1000000000493;8;8;Nombre Z;Marca Z;Presentacion Z;7;gr;993;82485
1000000000494;9;9;Nombre A;Marca A;Presentacion A;5;gr;994;82640
1000000000495;1;1;Nombre B;Marca B;Presentacion B;3;gr;995;82795
1000000000496;2;2;Nombre C;Marca C;Presentacion C;10;ml;996;82950
1000000000497;3;3;Nombre D;Marca D;Presentacion D;4;gr;997;83105
1000000000498;4;4;Nombre E;Marca E;Presentacion E;5;ml;998;83260
1000000000499;5;5;Nombre F;Marca F;Presentacion F;10;ml;999;83415
1000000000500;6;6;Nombre G;Marca G;Presentacion G;4;gr;1000;83570
1000000000501;7;7;Nombre H;Marca H;Presentacion H;9;ml;1001;83725
1000000000502;8;8;Nombre I;Marca I;Presentacion I;9;ml;1002;83880
1000000000503;9;9;Nombre J;Marca J;Presentacion J;7;gr;1003;84035
1000000000504;1;1;Nombre K;Marca K;Presentacion K;2;gr;1004;84190
1000000000505;2;2;Nombre L;Marca L;Presentacion L;5;gr;1005;84345
1000000000506;3;3;Nombre M;Marca M;Presentacion M;8;ml;1006;84500
1000000000507;4;4;Nombre N;Marca N;Presentacion N;1;gr;1007;84655
1000000000508;5;5;Nombre O;Marca O;Presentacion O;10;ml;1008;84810
1000000000509;6;6;Nombre P;Marca P;Presentacion P;7;ml;1009;84965
1000000000510;7;7;Nombre Q;Marca Q;Presentacion Q;9;gr;1010;85120
1000000000511;8;8;Nombre R;Marca R;Presentacion R;10;ml;1011;85275
1000000000512;9;9;Nombre S;Marca S;Presentacion S;7;ml;1012;85430
1000000000513;1;1;Nombre T;Marca T;Presentacion T;5;gr;1013;85585
1000000000514;2;2;Nombre U;Marca U;Presentacion U;7;gr;1014;85740
1000000000515;3;3;Nombre V;Marca V;Presentacion V;10;gr;1015;85895
1000000000516;4;4;Nombre W;Marca W;Presentacion W;7;ml;1016;86050
1000000000517;5;5;Nombre X;Marca X;Presentacion X;10;gr;1017;86205
1000000000518;6;6;Nombre Y;Marca Y;Presentacion Y;2;ml;1018;86360
1000000000519;7;7;Nombre Z;Marca Z;Presentacion Z;10;ml;1019;86515
1000000000520;8;8;Nombre A;Marca A;Presentacion A;4;gr;1020;86670
1000000000521;9;9;Nombre B;Marca B;Presentacion B;6;ml;1021;86825
1000000000522;1;1;Nombre C;Marca C;Presentacion C;9;ml;1022;86980
1000000000523;2;2;Nombre D;Marca D;Presentacion D;7;gr;1023;87135
1000000000524;3;3;Nombre E;Marca E;Presentacion E;8;gr;1024;87290
1000000000525;4;4;Nombre F;Marca F;Presentacion F;7;gr;1025;87445
1000000000526;5;5;Nombre G;Marca G;Presentacion G;3;ml;1026;87600
1000000000527;6;6;Nombre H;Marca H;Presentacion H;9;gr;1027;87755
1000000000528;7;7;Nombre I;Marca I;Presentacion I;7;ml;1028;87910
1000000000529;8;8;Nombre J;Marca J;Presentacion J;1;ml;1029;88065
1000000000530;9;9;Nombre K;Marca K;Presentacion K;8;gr;1030;88220
1000000000531;1;1;Nombre L;Marca L;Presentacion L;3;ml;1031;88375
1000000000532;2;2;Nombre M;Marca M;Presentacion M;7;ml;1032;88530
1000000000533;3;3;Nombre N;Marca N;Presentacion N;9;gr;1033;88685
1000000000534;4;4;Nombre O;Marca O;Presentacion O;2;gr;1034;88840
1000000000535;5;5;Nombre P;Marca P;Presentacion P;9;gr;1035;88995
1000000000536;6;6;Nombre Q;Marca Q;Presentacion Q;1;ml;1036;89150
1000000000537;7;7;Nombre R;Marca R;Presentacion R;2;gr;1037;89305
1000000000538;8;8;Nombre S;Marca S;Presentacion S;5;ml;1038;89460
1000000000539;9;9;Nombre T;Marca T;Presentacion T;10;ml;1039;89615
1000000000540;1;1;Nombre U;Marca U;Presentacion U;10;gr;1040;89770
1000000000541;2;2;Nombre V;Marca V;Presentacion V;7;ml;1041;89925
1000000000542;3;3;Nombre W;Marca W;Presentacion W;5;ml;1042;90080
1000000000543;4;4;Nombre X;Marca X;Presentacion X;7;gr;1043;90235
1000000000544;5;5;Nombre Y;Marca Y;Presentacion Y;6;gr;1044;90390
1000000000545;6;6;Nombre Z;Marca Z;Presentacion Z;6;gr;1045;90545
1000000000546;7;7;Nombre A;Marca A;Presentacion A;8;ml;1046;90700
1000000000547;8;8;Nombre B;Marca B;Presentacion B;2;gr;1047;90855
1000000000548;9;9;Nombre C;Marca C;Presentacion C;2;ml;1048;91010
1000000000549;1;1;Nombre D;Marca D;Presentacion D;9;ml;1049;91165
1000000000550;2;2;Nombre E;Marca E;Presentacion E;6;gr;1050;91320
1000000000551;3;3;Nombre F;Marca F;Presentacion F;8;ml;1051;91475
1000000000552;4;4;Nombre G;Marca G;Presentacion G;8;ml;1052;91630
1000000000553;5;5;Nombre H;Marca H;Presentacion H;8;gr;1053;91785
1000000000554;6;6;Nombre I;Marca I;Presentacion I;5;gr;1054;91940
1000000000555;7;7;Nombre J;Marca J;Presentacion J;3;gr;1055;92095
1000000000556;8;8;Nombre K;Marca K;Presentacion K;5;ml;1056;92250
1000000000557;9;9;Nombre L;Marca L;Presentacion L;3;gr;1057;92405
1000000000558;1;1;Nombre M;Marca M;Presentacion M;3;ml;1058;92560
1000000000559;2;2;Nombre N;Marca N;Presentacion N;7;ml;1059;92715
1000000000560;3;3;Nombre O;Marca O;Presentacion O;7;gr;1060;92870
1000000000561;4;4;Nombre P;Marca P;Presentacion P;10;ml;1061;93025
1000000000562;5;5;Nombre Q;Marca Q;Presentacion Q;4;ml;1062;93180
1000000000563;6;6;Nombre R;Marca R;Presentacion R;1;gr;1063;93335
1000000000564;7;7;Nombre S;Marca S;Presentacion S;3;gr;1064;93490
1000000000565;8;8;Nombre T;Marca T;Presentacion T;7;gr;1065;93645
1000000000566;9;9;Nombre U;Marca U;Presentacion U;8;ml;1066;93800
1000000000567;1;1;Nombre V;Marca V;Presentacion V;9;gr;1067;93955
1000000000568;2;2;Nombre W;Marca W;Presentacion W;10;ml;1068;94110
1000000000569;3;3;Nombre X;Marca X;Presentacion X;5;ml;1069;94265
1000000000570;4;4;Nombre Y;Marca Y;Presentacion Y;1;gr;1070;94420
1000000000571;5;5;Nombre Z;Marca Z;Presentacion Z;7;ml;1071;94575
1000000000572;6;6;Nombre A;Marca A;Presentacion A;4;ml;1072;94730
1000000000573;7;7;Nombre B;Marca B;Presentacion B;10;gr;1073;94885
1000000000574;8;8;Nombre C;Marca C;Presentacion C;6;gr;1074;95040
1000000000575;9;9;Nombre D;Marca D;Presentacion D;2;gr;1075;95195
1000000000576;1;1;Nombre E;Marca E;Presentacion E;3;ml;1076;95350
1000000000577;2;2;Nombre F;Marca F;Presentacion F;5;gr;1077;95505
1000000000578;3;3;Nombre G;Marca G;Presentacion G;3;ml;1078;95660
1000000000579;4;4;Nombre H;Marca H;Presentacion H;9;ml;1079;95815
1000000000580;5;5;Nombre I;Marca I;Presentacion I;7;gr;1080;95970
1000000000581;6;6;Nombre J;Marca J;Presentacion J;1;ml;1081;96125
1000000000582;7;7;Nombre K;Marca K;Presentacion K;2;ml;1082;96280
1000000000583;8;8;Nombre L;Marca L;Presentacion L;6;gr;1083;96435
1000000000584;9;9;Nombre M;Marca M;Presentacion M;9;gr;1084;96590
1000000000585;1;1;Nombre N;Marca N;Presentacion N;6;gr;1085;96745
1000000000586;2;2;Nombre O;Marca O;Presentacion O;5;ml;1086;96900
1000000000587;3;3;Nombre P;Marca P;Presentacion P;6;gr;1087;97055
1000000000588;4;4;Nombre Q;Marca Q;Presentacion Q;1;ml;1088;97210
1000000000589;5;5;Nombre R;Marca R;Presentacion R;2;ml;1089;97365
1000000000590;6;6;Nombre S;Marca S;Presentacion S;2;gr;1090;97520
1000000000591;7;7;Nombre T;Marca T;Presentacion T;9;ml;1091;97675
1000000000592;8;8;Nombre U;Marca U;Presentacion U;9;ml;1092;97830
1000000000593;9;9;Nombre V;Marca V;Presentacion V;7;gr;1093;97985
1000000000594;1;1;Nombre W;Marca W;Presentacion W;6;gr;1094;98140
1000000000595;2;2;Nombre X;Marca X;Presentacion X;5;gr;1095;98295
1000000000596;3;3;Nombre Y;Marca Y;Presentacion Y;2;ml;1096;98450
1000000000597;4;4;Nombre Z;Marca Z;Presentacion Z;1;gr;1097;98605
1000000000598;5;5;Nombre A;Marca A;Presentacion A;2;ml;1098;98760
1000000000599;6;6;Nombre B;Marca B;Presentacion B;2;ml;1099;98915
1000000000600;7;7;Nombre C;Marca C;Presentacion C;2;gr;1100;99070
1000000000601;8;8;Nombre D;Marca D;Presentacion D;5;ml;1101;99225
1000000000602;9;9;Nombre E;Marca E;Presentacion E;6;ml;1102;99380
1000000000603;1;1;Nombre F;Marca F;Presentacion F;6;gr;1103;99535
1000000000604;2;2;Nombre G;Marca G;Presentacion G;6;gr;1104;99690
1000000000605;3;3;Nombre H;Marca H;Presentacion H;3;gr;1105;99845
1000000000606;4;4;Nombre I;Marca I;Presentacion I;9;ml;1106;100000
1000000000607;5;5;Nombre J;Marca J;Presentacion J;1;gr;1107;100155
1000000000608;6;6;Nombre K;Marca K;Presentacion K;5;ml;1108;100310
1000000000609;7;7;Nombre L;Marca L;Presentacion L;4;ml;1109;100465
1000000000610;8;8;Nombre M;Marca M;Presentacion M;1;gr;1110;100620
1000000000611;9;9;Nombre N;Marca N;Presentacion N;9;ml;1111;100775
1000000000612;1;1;Nombre O;Marca O;Presentacion O;7;ml;1112;100930
1000000000613;2;2;Nombre P;Marca P;Presentacion P;1;gr;1113;101085
1000000000614;3;3;Nombre Q;Marca Q;Presentacion Q;1;gr;1114;101240
1000000000615;4;4;Nombre R;Marca R;Presentacion R;5;gr;1115;101395
1000000000616;5;5;Nombre S;Marca S;Presentacion S;6;ml;1116;101550
1000000000617;6;6;Nombre T;Marca T;Presentacion T;3;gr;1117;101705
1000000000618;7;7;Nombre U;Marca U;Presentacion U;2;ml;1118;101860
1000000000619;8;8;Nombre V;Marca V;Presentacion V;4;ml;1119;102015
1000000000620;9;9;Nombre W;Marca W;Presentacion W;9;gr;1120;102170
1000000000621;1;1;Nombre X;Marca X;Presentacion X;8;ml;1121;102325
1000000000622;2;2;Nombre Y;Marca Y;Presentacion Y;6;ml;1122;102480
1000000000623;3;3;Nombre Z;Marca Z;Presentacion Z;5;gr;1123;102635
1000000000624;4;4;Nombre A;Marca A;Presentacion A;2;gr;1124;102790
1000000000625;5;5;Nombre B;Marca B;Presentacion B;10;gr;1125;102945
1000000000626;6;6;Nombre C;Marca C;Presentacion C;7;ml;1126;103100
1000000000627;7;7;Nombre D;Marca D;Presentacion D;5;gr;1127;103255
1000000000628;8;8;Nombre E;Marca E;Presentacion E;5;ml;1128;103410
1000000000629;9;9;Nombre F;Marca F;Presentacion F;1;ml;1129;103565
1000000000630;1;1;Nombre G;Marca G;Presentacion G;8;gr;1130;103720
1000000000631;2;2;Nombre H;Marca H;Presentacion H;5;ml;1131;103875
1000000000632;3;3;Nombre I;Marca I;Presentacion I;4;ml;1132;104030
1000000000633;4;4;Nombre J;Marca J;Presentacion J;8;gr;1133;104185
1000000000634;5;5;Nombre K;Marca K;Presentacion K;5;gr;1134;104340
1000000000635;6;6;Nombre L;Marca L;Presentacion L;7;gr;1135;104495
1000000000636;7;7;Nombre M;Marca M;Presentacion M;8;ml;1136;104650
1000000000637;8;8;Nombre N;Marca N;Presentacion N;1;gr;1137;104805
1000000000638;9;9;Nombre O;Marca O;Presentacion O;8;ml;1138;104960
1000000000639;1;1;Nombre P;Marca P;Presentacion P;1;ml;1139;105115
1000000000640;2;2;Nombre Q;Marca Q;Presentacion Q;4;gr;1140;105270
1000000000641;3;3;Nombre R;Marca R;Presentacion R;5;ml;1141;105425
1000000000642;4;4;Nombre S;Marca S;Presentacion S;7;ml;1142;105580
1000000000643;5;5;Nombre T;Marca T;Presentacion T;8;gr;1143;105735
1000000000644;6;6;Nombre U;Marca U;Presentacion U;8;gr;1144;105890
1000000000645;7;7;Nombre V;Marca V;Presentacion V;8;gr;1145;106045
1000000000646;8;8;Nombre W;Marca W;Presentacion W;9;ml;1146;106200
1000000000647;9;9;Nombre X;Marca X;Presentacion X;3;gr;1147;106355
1000000000648;1;1;Nombre Y;Marca Y;Presentacion Y;10;ml;1148;106510
1000000000649;2;2;Nombre Z;Marca Z;Presentacion Z;5;ml;1149;106665
1000000000650;3;3;Nombre A;Marca A;Presentacion A;9;gr;1150;106820
1000000000651;4;4;Nombre B;Marca B;Presentacion B;9;ml;1151;106975
1000000000652;5;5;Nombre C;Marca C;Presentacion C;4;ml;1152;107130
1000000000653;6;6;Nombre D;Marca D;Presentacion D;10;gr;1153;107285
1000000000654;7;7;Nombre E;Marca E;Presentacion E;8;gr;1154;107440
1000000000655;8;8;Nombre F;Marca F;Presentacion F;8;gr;1155;107595
1000000000656;9;9;Nombre G;Marca G;Presentacion G;8;ml;1156;107750
1000000000657;1;1;Nombre H;Marca H;Presentacion H;8;gr;1157;107905
1000000000658;2;2;Nombre I;Marca I;Presentacion I;6;ml;1158;108060
1000000000659;3;3;Nombre J;Marca J;Presentacion J;9;ml;1159;108215
1000000000660;4;4;Nombre K;Marca K;Presentacion K;1;gr;1160;108370
1000000000661;5;5;Nombre L;Marca L;Presentacion L;8;ml;1161;108525
1000000000662;6;6;Nombre M;Marca M;Presentacion M;8;ml;1162;108680
1000000000663;7;7;Nombre N;Marca N;Presentacion N;7;gr;1163;108835
1000000000664;8;8;Nombre O;Marca O;Presentacion O;9;gr;1164;108990
1000000000665;9;9;Nombre P;Marca P;Presentacion P;10;gr;1165;109145
1000000000666;1;1;Nombre Q;Marca Q;Presentacion Q;10;ml;1166;109300
1000000000667;2;2;Nombre R;Marca R;Presentacion R;10;gr;1167;109455
1000000000668;3;3;Nombre S;Marca S;Presentacion S;4;ml;1168;109610
1000000000669;4;4;Nombre T;Marca T;Presentacion T;6;ml;1169;109765
1000000000670;5;5;Nombre U;Marca U;Presentacion U;1;gr;1170;109920
1000000000671;6;6;Nombre V;Marca V;Presentacion V;10;ml;1171;110075
1000000000672;7;7;Nombre W;Marca W;Presentacion W;7;ml;1172;110230
1000000000673;8;8;Nombre X;Marca X;Presentacion X;10;gr;1173;110385
1000000000674;9;9;Nombre Y;Marca Y;Presentacion Y;2;gr;1174;110540
1000000000675;1;1;Nombre Z;Marca Z;Presentacion Z;8;gr;1175;110695
1000000000676;2;2;Nombre A;Marca A;Presentacion A;9;ml;1176;110850
1000000000677;3;3;Nombre B;Marca B;Presentacion B;6;gr;1177;111005
1000000000678;4;4;Nombre C;Marca C;Presentacion C;8;ml;1178;111160
1000000000679;5;5;Nombre D;Marca D;Presentacion D;5;ml;1179;111315
1000000000680;6;6;Nombre E;Marca E;Presentacion E;8;gr;1180;111470
1000000000681;7;7;Nombre F;Marca F;Presentacion F;5;ml;1181;111625
1000000000682;8;8;Nombre G;Marca G;Presentacion G;5;ml;1182;111780
1000000000683;9;9;Nombre H;Marca H;Presentacion H;8;gr;1183;111935
1000000000684;1;1;Nombre I;Marca I;Presentacion I;1;gr;1184;112090
1000000000685;2;2;Nombre J;Marca J;Presentacion J;6;gr;1185;112245
