CODIGOBARRAS;IDSUCURSAL;PRECIOUNITARIO;PRECIOUNIDADMEDIDA;NUMERORECOMPRA;NIVELREORDEN;
1000000000692;93;11920;0.105;27;58;
1000000000693;94;11930;0.105;28;59;
1000000000694;95;11940;0.105;29;60;
1000000000695;96;11950;0.105;30;61;
1000000000696;97;11960;0.105;31;62;
1000000000697;98;11970;0.105;32;63;
1000000000698;99;11980;0.105;33;64;
1000000000699;100;11990;0.105;34;65;
1000000000700;101;12000;0.105;35;66;
1000000000701;102;12010;0.105;36;67;
1000000000702;103;12020;0.105;10;68;
1000000000703;104;12030;0.105;11;69;
1000000000704;105;12040;0.105;12;70;
1000000000705;106;12050;0.104;13;71;
1000000000706;107;12060;0.104;14;72;
1000000000707;108;12070;0.104;15;73;
1000000000708;109;12080;0.104;16;74;
1000000000709;110;12090;0.104;17;75;
1000000000710;111;12100;0.104;18;76;
1000000000711;112;12110;0.104;19;77;
1000000000712;113;12120;0.104;20;78;
1000000000713;114;12130;0.104;21;79;
1000000000714;115;12140;0.104;22;80;
1000000000715;116;12150;0.104;23;81;
1000000000716;117;12160;0.104;24;82;
1000000000717;118;12170;0.104;25;83;
1000000000718;119;12180;0.104;26;84;
1000000000719;120;12190;0.104;27;85;
1000000000720;121;12200;0.104;28;86;
1000000000721;122;12210;0.104;29;87;
1000000000722;123;12220;0.104;30;88;
1000000000723;124;12230;0.104;31;89;
1000000000724;125;12240;0.103;32;90;
1000000000725;126;12250;0.103;33;91;
1000000000726;127;12260;0.103;34;92;
1000000000727;128;12270;0.103;35;93;
1000000000728;129;12280;0.103;36;94;
1000000000729;130;12290;0.103;10;95;
1000000000730;131;12300;0.103;11;96;
1000000000731;132;12310;0.103;12;97;
1000000000732;133;12320;0.103;13;98;
1000000000733;134;12330;0.103;14;99;
1000000000734;135;12340;0.103;15;100;
1000000000735;136;12350;0.103;16;101;
1000000000736;137;12360;0.103;17;102;
1000000000737;138;12370;0.103;18;103;
1000000000738;139;12380;0.103;19;104;
1000000000739;140;12390;0.103;20;105;
1000000000740;141;12400;0.103;21;106;
1000000000741;142;12410;0.103;22;50;
1000000000742;143;12420;0.103;23;51;
1000000000743;144;12430;0.103;24;52;
1000000000744;145;12440;0.102;25;53;
1000000000745;146;12450;0.102;26;54;
1000000000746;147;12460;0.102;27;55;
1000000000747;148;12470;0.102;28;56;
1000000000748;149;12480;0.102;29;57;
1000000000749;150;12490;0.102;30;58;
1000000000750;1;12500;0.102;31;59;
1000000000751;2;12510;0.102;32;60;
1000000000752;3;12520;0.102;33;61;
1000000000753;4;12530;0.102;34;62;
1000000000754;5;12540;0.102;35;63;
1000000000755;6;12550;0.102;36;64;
1000000000756;7;12560;0.102;10;65;
1000000000757;8;12570;0.102;11;66;
1000000000758;9;12580;0.102;12;67;
1000000000759;10;12590;0.102;13;68;
1000000000760;11;12600;0.102;14;69;
1000000000761;12;12610;0.102;15;70;
1000000000762;13;12620;0.102;16;71;
1000000000763;14;12630;0.102;17;72;
1000000000764;15;12640;0.102;18;73;
1000000000765;16;12650;0.101;19;74;
1000000000766;17;12660;0.101;20;75;
1000000000767;18;12670;0.101;21;76;
1000000000768;19;12680;0.101;22;77;
1000000000769;20;12690;0.101;23;78;
1000000000770;21;12700;0.101;24;79;
1000000000771;22;12710;0.101;25;80;
1000000000772;23;12720;0.101;26;81;
1000000000773;24;12730;0.101;27;82;
1000000000774;25;12740;0.101;28;83;
1000000000775;26;12750;0.101;29;84;
1000000000776;27;12760;0.101;30;85;
1000000000777;28;12770;0.101;31;86;
1000000000778;29;12780;0.101;32;87;
1000000000779;30;12790;0.101;33;88;
1000000000780;31;12800;0.101;34;89;
1000000000781;32;12810;0.101;35;90;
1000000000782;33;12820;0.101;36;91;
1000000000783;34;12830;0.101;10;92;
1000000000784;35;12840;0.101;11;93;
1000000000785;36;12850;0.101;12;94;
1000000000786;37;12860;0.101;13;95;
1000000000787;38;12870;0.101;14;96;
1000000000788;39;12880;0.100;15;97;
1000000000789;40;12890;0.100;16;98;
1000000000790;41;12900;0.100;17;99;
1000000000791;42;12910;0.100;18;100;
1000000000792;43;12920;0.100;19;101;
1000000000793;44;12930;0.100;20;102;
1000000000794;45;12940;0.100;21;103;
1000000000795;46;12950;0.100;22;104;
1000000000796;47;12960;0.100;23;105;
1000000000797;48;12970;0.100;24;106;
1000000000798;49;12980;0.100;25;50;
1000000000799;50;12990;0.100;26;51;
1000000000800;51;13000;0.100;27;52;
1000000000801;52;13010;0.100;28;53;
1000000000802;53;13020;0.100;29;54;
1000000000803;54;13030;0.100;30;55;
1000000000804;55;13040;0.100;31;56;
1000000000805;56;13050;0.100;32;57;
1000000000806;57;13060;0.100;33;58;
1000000000807;58;13070;0.100;34;59;
1000000000808;59;13080;0.100;35;60;
1000000000809;60;13090;0.100;36;61;
1000000000810;61;13100;0.100;10;62;
1000000000811;62;13110;0.099;11;63;
1000000000812;63;13120;0.099;12;64;
1000000000813;64;13130;0.099;13;65;
1000000000814;65;13140;0.099;14;66;
1000000000815;66;13150;0.099;15;67;
1000000000816;67;13160;0.099;16;68;
1000000000817;68;13170;0.099;17;69;
1000000000818;69;13180;0.099;18;70;
1000000000819;70;13190;0.099;19;71;
1000000000820;71;13200;0.099;20;72;
1000000000821;72;13210;0.099;21;73;
1000000000822;73;13220;0.099;22;74;
1000000000823;74;13230;0.099;23;75;
1000000000824;75;13240;0.099;24;76;
1000000000825;76;13250;0.099;25;77;
1000000000826;77;13260;0.099;26;78;
1000000000827;78;13270;0.099;27;79;
1000000000828;79;13280;0.099;28;80;
1000000000829;80;13290;0.099;29;81;
1000000000830;81;13300;0.099;30;82;
1000000000831;82;13310;0.099;31;83;
1000000000832;83;13320;0.099;32;84;
1000000000833;84;13330;0.099;33;85;
1000000000834;85;13340;0.099;34;86;
1000000000835;86;13350;0.099;35;87;
1000000000836;87;13360;0.098;36;88;
1000000000837;88;13370;0.098;10;89;
1000000000838;89;13380;0.098;11;90;
1000000000839;90;13390;0.098;12;91;
1000000000840;91;13400;0.098;13;92;
1000000000841;92;13410;0.098;14;93;
1000000000842;93;13420;0.098;15;94;
1000000000843;94;13430;0.098;16;95;
1000000000844;95;13440;0.098;17;96;
1000000000845;96;13450;0.098;18;97;
1000000000846;97;13460;0.098;19;98;
1000000000847;98;13470;0.098;20;99;
1000000000848;99;13480;0.098;21;100;
1000000000849;100;13490;0.098;22;101;
1000000000850;101;13500;0.098;23;102;
1000000000851;102;13510;0.098;24;103;
1000000000852;103;13520;0.098;25;104;
1000000000853;104;13530;0.098;26;105;
1000000000854;105;13540;0.098;27;106;
1000000000855;106;13550;0.098;28;50;
1000000000856;107;13560;0.098;29;51;
1000000000857;108;13570;0.098;30;52;
1000000000858;109;13580;0.098;31;53;
1000000000859;110;13590;0.098;32;54;
1000000000860;111;13600;0.098;33;55;
1000000000861;112;13610;0.098;34;56;
1000000000862;113;13620;0.098;35;57;
1000000000863;114;13630;0.097;36;58;
1000000000864;115;13640;0.097;10;59;
1000000000865;116;13650;0.097;11;60;
1000000000866;117;13660;0.097;12;61;
1000000000867;118;13670;0.097;13;62;
1000000000868;119;13680;0.097;14;63;
1000000000869;120;13690;0.097;15;64;
1000000000870;121;13700;0.097;16;65;
1000000000871;122;13710;0.097;17;66;
1000000000872;123;13720;0.097;18;67;
1000000000873;124;13730;0.097;19;68;
1000000000874;125;13740;0.097;20;69;
1000000000875;126;13750;0.097;21;70;
1000000000876;127;13760;0.097;22;71;
1000000000877;128;13770;0.097;23;72;
1000000000878;129;13780;0.097;24;73;
1000000000879;130;13790;0.097;25;74;
1000000000880;131;13800;0.097;26;75;
1000000000881;132;13810;0.097;27;76;
1000000000882;133;13820;0.097;28;77;
1000000000883;134;13830;0.097;29;78;
1000000000884;135;13840;0.097;30;79;
1000000000885;136;13850;0.097;31;80;
1000000000886;137;13860;0.097;32;81;
1000000000887;138;13870;0.097;33;82;
1000000000888;139;13880;0.097;34;83;
1000000000889;140;13890;0.097;35;84;
1000000000890;141;13900;0.097;36;85;
1000000000891;142;13910;0.096;10;86;
1000000000892;143;13920;0.096;11;87;
1000000000893;144;13930;0.096;12;88;
1000000000894;145;13940;0.096;13;89;
1000000000895;146;13950;0.096;14;90;
1000000000896;147;13960;0.096;15;91;
1000000000897;148;13970;0.096;16;92;
1000000000898;149;13980;0.096;17;93;
1000000000899;150;13990;0.096;18;94;
1000000000900;1;14000;0.096;19;95;
1000000000901;2;14010;0.096;20;96;
1000000000902;3;14020;0.096;21;97;
1000000000903;4;14030;0.096;22;98;
1000000000904;5;14040;0.096;23;99;
1000000000905;6;14050;0.096;24;100;
1000000000906;7;14060;0.096;25;101;
1000000000907;8;14070;0.096;26;102;
1000000000908;9;14080;0.096;27;103;
1000000000909;10;14090;0.096;28;104;
1000000000910;11;14100;0.096;29;105;
1000000000911;12;14110;0.096;30;106;
1000000000912;13;14120;0.096;31;50;
1000000000913;14;14130;0.096;32;51;
1000000000914;15;14140;0.096;33;52;
1000000000915;16;14150;0.096;34;53;
1000000000916;17;14160;0.096;35;54;
1000000000917;18;14170;0.096;36;55;
1000000000918;19;14180;0.096;10;56;
1000000000919;20;14190;0.096;11;57;
1000000000920;21;14200;0.096;12;58;
1000000000921;22;14210;0.095;13;59;
1000000000922;23;14220;0.095;14;60;
1000000000923;24;14230;0.095;15;61;
1000000000924;25;14240;0.095;16;62;
1000000000925;26;14250;0.095;17;63;
1000000000926;27;14260;0.095;18;64;
1000000000927;28;14270;0.095;19;65;
1000000000928;29;14280;0.095;20;66;
1000000000929;30;14290;0.095;21;67;
1000000000930;31;14300;0.095;22;68;
1000000000931;32;14310;0.095;23;69;
1000000000932;33;14320;0.095;24;70;
1000000000933;34;14330;0.095;25;71;
1000000000934;35;14340;0.095;26;72;
1000000000935;36;14350;0.095;27;73;
1000000000936;37;14360;0.095;28;74;
1000000000937;38;14370;0.095;29;75;
1000000000938;39;14380;0.095;30;76;
1000000000939;40;14390;0.095;31;77;
1000000000940;41;14400;0.095;32;78;
1000000000941;42;14410;0.095;33;79;
1000000000942;43;14420;0.095;34;80;
1000000000943;44;14430;0.095;35;81;
1000000000944;45;14440;0.095;36;82;
1000000000945;46;14450;0.095;10;83;
1000000000946;47;14460;0.095;11;84;
1000000000947;48;14470;0.095;12;85;
1000000000948;49;14480;0.095;13;86;
1000000000949;50;14490;0.095;14;87;
1000000000950;51;14500;0.095;15;88;
1000000000951;52;14510;0.095;16;89;
1000000000952;53;14520;0.095;17;90;
1000000000953;54;14530;0.094;18;91;
1000000000954;55;14540;0.094;19;92;
1000000000955;56;14550;0.094;20;93;
1000000000956;57;14560;0.094;21;94;
1000000000957;58;14570;0.094;22;95;
1000000000958;59;14580;0.094;23;96;
1000000000959;60;14590;0.094;24;97;
1000000000960;61;14600;0.094;25;98;
1000000000961;62;14610;0.094;26;99;
1000000000962;63;14620;0.094;27;100;
1000000000963;64;14630;0.094;28;101;
1000000000964;65;14640;0.094;29;102;
1000000000965;66;14650;0.094;30;103;
1000000000966;67;14660;0.094;31;104;
1000000000967;68;14670;0.094;32;105;
1000000000968;69;14680;0.094;33;106;
1000000000969;70;14690;0.094;34;50;
1000000000970;71;14700;0.094;35;51;
1000000000971;72;14710;0.094;36;52;
1000000000972;73;14720;0.094;10;53;
1000000000973;74;14730;0.094;11;54;
1000000000974;75;14740;0.094;12;55;
1000000000975;76;14750;0.094;13;56;
1000000000976;77;14760;0.094;14;57;
1000000000977;78;14770;0.094;15;58;
1000000000978;79;14780;0.094;16;59;
1000000000979;80;14790;0.094;17;60;
1000000000980;81;14800;0.094;18;61;
1000000000981;82;14810;0.094;19;62;
1000000000982;83;14820;0.094;20;63;
1000000000983;84;14830;0.094;21;64;
1000000000984;85;14840;0.094;22;65;
1000000000985;86;14850;0.094;23;66;
1000000000986;87;14860;0.094;24;67;
1000000000987;88;14870;0.093;25;68;
1000000000988;89;14880;0.093;26;69;
1000000000989;90;14890;0.093;27;70;
1000000000990;91;14900;0.093;28;71;
1000000000991;92;14910;0.093;29;72;
1000000000992;93;14920;0.093;30;73;
1000000000993;94;14930;0.093;31;74;
1000000000994;95;14940;0.093;32;75;
1000000000995;96;14950;0.093;33;76;
1000000000996;97;14960;0.093;34;77;
1000000000997;98;14970;0.093;35;78;
1000000000998;99;14980;0.093;36;79;
1000000000999;100;14990;0.093;10;80;
1000000001000;101;15000;0.093;11;81;
1000000001001;102;15010;0.093;12;82;
1000000001002;103;15020;0.093;13;83;
1000000001003;104;15030;0.093;14;84;
1000000001004;105;15040;0.093;15;85;
1000000001005;106;15050;0.093;16;86;
1000000001006;107;15060;0.093;17;87;
1000000001007;108;15070;0.093;18;88;
1000000001008;109;15080;0.093;19;89;
1000000001009;110;15090;0.093;20;90;
1000000001010;111;15100;0.093;21;91;
1000000001011;112;15110;0.093;22;92;
1000000001012;113;15120;0.093;23;93;
1000000001013;114;15130;0.093;24;94;
1000000001014;115;15140;0.093;25;95;
1000000001015;116;15150;0.093;26;96;
1000000001016;117;15160;0.093;27;97;
1000000001017;118;15170;0.093;28;98;
1000000001018;119;15180;0.093;29;99;
1000000001019;120;15190;0.093;30;100;
1000000001020;121;15200;0.093;31;101;
1000000001021;122;15210;0.093;32;102;
1000000001022;123;15220;0.093;33;103;
1000000001023;124;15230;0.093;34;104;
1000000001024;125;15240;0.092;35;105;
1000000001025;126;15250;0.092;36;106;
1000000001026;127;15260;0.092;10;50;
1000000001027;128;15270;0.092;11;51;
1000000001028;129;15280;0.092;12;52;
1000000001029;130;15290;0.092;13;53;
1000000001030;131;15300;0.092;14;54;
1000000001031;132;15310;0.092;15;55;
1000000001032;133;15320;0.092;16;56;
1000000001033;134;15330;0.092;17;57;
1000000001034;135;15340;0.092;18;58;
1000000001035;136;15350;0.092;19;59;
1000000001036;137;15360;0.092;20;60;
1000000001037;138;15370;0.092;21;61;
1000000001038;139;15380;0.092;22;62;
1000000001039;140;15390;0.092;23;63;
1000000001040;141;15400;0.092;24;64;
1000000001041;142;15410;0.092;25;65;
1000000001042;143;15420;0.092;26;66;
1000000001043;144;15430;0.092;27;67;
1000000001044;145;15440;0.092;28;68;
1000000001045;146;15450;0.092;29;69;
1000000001046;147;15460;0.092;30;70;
1000000001047;148;15470;0.092;31;71;
1000000001048;149;15480;0.092;32;72;
1000000001049;150;15490;0.092;33;73;
1000000001050;1;15500;0.092;34;74;
1000000001051;2;15510;0.092;35;75;
1000000001052;3;15520;0.092;36;76;
1000000001053;4;15530;0.092;10;77;
1000000001054;5;15540;0.092;11;78;
1000000001055;6;15550;0.092;12;79;
1000000001056;7;15560;0.092;13;80;
1000000001057;8;15570;0.092;14;81;
1000000001058;9;15580;0.092;15;82;
1000000001059;10;15590;0.092;16;83;
1000000001060;11;15600;0.092;17;84;
1000000001061;12;15610;0.092;18;85;
1000000001062;13;15620;0.092;19;86;
1000000001063;14;15630;0.091;20;87;
1000000001064;15;15640;0.091;21;88;
1000000001065;16;15650;0.091;22;89;
1000000001066;17;15660;0.091;23;90;
1000000001067;18;15670;0.091;24;91;
1000000001068;19;15680;0.091;25;92;
1000000001069;20;15690;0.091;26;93;
1000000001070;21;15700;0.091;27;94;
1000000001071;22;15710;0.091;28;95;
1000000001072;23;15720;0.091;29;96;
1000000001073;24;15730;0.091;30;97;
1000000001074;25;15740;0.091;31;98;
1000000001075;26;15750;0.091;32;99;
1000000001076;27;15760;0.091;33;100;
1000000001077;28;15770;0.091;34;101;
1000000001078;29;15780;0.091;35;102;
1000000001079;30;15790;0.091;36;103;
1000000001080;31;15800;0.091;10;104;
1000000001081;32;15810;0.091;11;105;
1000000001082;33;15820;0.091;12;106;
1000000001083;34;15830;0.091;13;50;
1000000001084;35;15840;0.091;14;51;
1000000001085;36;15850;0.091;15;52;
1000000001086;37;15860;0.091;16;53;
1000000001087;38;15870;0.091;17;54;
1000000001088;39;15880;0.091;18;55;
1000000001089;40;15890;0.091;19;56;
1000000001090;41;15900;0.091;20;57;
1000000001091;42;15910;0.091;21;58;
1000000001092;43;15920;0.091;22;59;
1000000001093;44;15930;0.091;23;60;
1000000001094;45;15940;0.091;24;61;
1000000001095;46;15950;0.091;25;62;
1000000001096;47;15960;0.091;26;63;
1000000001097;48;15970;0.091;27;64;
1000000001098;49;15980;0.091;28;65;
1000000001099;50;15990;0.091;29;66;
1000000001100;51;16000;0.091;30;67;
1000000001101;52;16010;0.091;31;68;
1000000001102;53;16020;0.091;32;69;
1000000001103;54;16030;0.091;33;70;
1000000001104;55;16040;0.091;34;71;
1000000001105;56;16050;0.091;35;72;
1000000001106;57;16060;0.090;36;73;
1000000001107;58;16070;0.090;10;74;
1000000001108;59;16080;0.090;11;75;
1000000001109;60;16090;0.090;12;76;
1000000001110;61;16100;0.090;13;77;
1000000001111;62;16110;0.090;14;78;
1000000001112;63;16120;0.090;15;79;
1000000001113;64;16130;0.090;16;80;
1000000001114;65;16140;0.090;17;81;
1000000001115;66;16150;0.090;18;82;
1000000001116;67;16160;0.090;19;83;
1000000001117;68;16170;0.090;20;84;
1000000001118;69;16180;0.090;21;85;
1000000001119;70;16190;0.090;22;86;
1000000001120;71;16200;0.090;23;87;
1000000001121;72;16210;0.090;24;88;
1000000001122;73;16220;0.090;25;89;
1000000001123;74;16230;0.090;26;90;
1000000001124;75;16240;0.090;27;91;
1000000001125;76;16250;0.090;28;92;
1000000001126;77;16260;0.090;29;93;
1000000001127;78;16270;0.090;30;94;
1000000001128;79;16280;0.090;31;95;
1000000001129;80;16290;0.090;32;96;
1000000001130;81;16300;0.090;33;97;
1000000001131;82;16310;0.090;34;98;
1000000001132;83;16320;0.090;35;99;
1000000001133;84;16330;0.090;36;100;
1000000001134;85;16340;0.090;10;101;
1000000001135;86;16350;0.090;11;102;
1000000001136;87;16360;0.090;12;103;
1000000001137;88;16370;0.090;13;104;
1000000001138;89;16380;0.090;14;105;
1000000001139;90;16390;0.090;15;106;
1000000001140;91;16400;0.090;16;50;
1000000001141;92;16410;0.090;17;51;
1000000001142;93;16420;0.090;18;52;
1000000001143;94;16430;0.090;19;53;
1000000001144;95;16440;0.090;20;54;
1000000001145;96;16450;0.090;21;55;
1000000001146;97;16460;0.090;22;56;
1000000001147;98;16470;0.090;23;57;
1000000001148;99;16480;0.090;24;58;
1000000001149;100;16490;0.090;25;59;
1000000001150;101;16500;0.090;26;60;
1000000001151;102;16510;0.089;27;61;
1000000001152;103;16520;0.089;28;62;
1000000001153;104;16530;0.089;29;63;
1000000001154;105;16540;0.089;30;64;
1000000001155;106;16550;0.089;31;65;
1000000001156;107;16560;0.089;32;66;
1000000001157;108;16570;0.089;33;67;
1000000001158;109;16580;0.089;34;68;
1000000001159;110;16590;0.089;35;69;
1000000001160;111;16600;0.089;36;70;
1000000001161;112;16610;0.089;10;71;
1000000001162;113;16620;0.089;11;72;
1000000001163;114;16630;0.089;12;73;
1000000001164;115;16640;0.089;13;74;
1000000001165;116;16650;0.089;14;75;
1000000001166;117;16660;0.089;15;76;
1000000001167;118;16670;0.089;16;77;
1000000001168;119;16680;0.089;17;78;
1000000001169;120;16690;0.089;18;79;
1000000001170;121;16700;0.089;19;80;
1000000001171;122;16710;0.089;20;81;
1000000001172;123;16720;0.089;21;82;
1000000001173;124;16730;0.089;22;83;
1000000001174;125;16740;0.089;23;84;
1000000001175;126;16750;0.089;24;85;
1000000001176;127;16760;0.089;25;86;
1000000001177;128;16770;0.089;26;87;
1000000001178;129;16780;0.089;27;88;
1000000001179;130;16790;0.089;28;89;
1000000001180;131;16800;0.089;29;90;
1000000001181;132;16810;0.089;30;91;
1000000001182;133;16820;0.089;31;92;
1000000001183;134;16830;0.089;32;93;
1000000001184;135;16840;0.089;33;94;
1000000001185;136;16850;0.089;34;95;
1000000001186;137;16860;0.089;35;96;
1000000001187;138;16870;0.089;36;97;
1000000001188;139;16880;0.089;10;98;
1000000001189;140;16890;0.089;11;99;
1000000001190;141;16900;0.089;12;100;
1000000001191;142;16910;0.089;13;101;
1000000001192;143;16920;0.089;14;102;
1000000001193;144;16930;0.089;15;103;
1000000001194;145;16940;0.089;16;104;
1000000001195;146;16950;0.089;17;105;
1000000001196;147;16960;0.089;18;106;
1000000001197;148;16970;0.089;19;50;
1000000001198;149;16980;0.089;20;51;
1000000001199;150;16990;0.089;21;52;
1000000001200;1;17000;0.089;22;53;
1000000001201;2;17010;0.088;23;54;
1000000001202;3;17020;0.088;24;55;
1000000001203;4;17030;0.088;25;56;
1000000001204;5;17040;0.088;26;57;
1000000001205;6;17050;0.088;27;58;
1000000001206;7;17060;0.088;28;59;
1000000001207;8;17070;0.088;29;60;
1000000001208;9;17080;0.088;30;61;
1000000001209;10;17090;0.088;31;62;
1000000001210;11;17100;0.088;32;63;
1000000001211;12;17110;0.088;33;64;
1000000001212;13;17120;0.088;34;65;
1000000001213;14;17130;0.088;35;66;
1000000001214;15;17140;0.088;36;67;
1000000001215;16;17150;0.088;10;68;
1000000001216;17;17160;0.088;11;69;
1000000001217;18;17170;0.088;12;70;
1000000001218;19;17180;0.088;13;71;
1000000001219;20;17190;0.088;14;72;
1000000001220;21;17200;0.088;15;73;
1000000001221;22;17210;0.088;16;74;
1000000001222;23;17220;0.088;17;75;
1000000001223;24;17230;0.088;18;76;
1000000001224;25;17240;0.088;19;77;
1000000001225;26;17250;0.088;20;78;
1000000001226;27;17260;0.088;21;79;
1000000001227;28;17270;0.088;22;80;
1000000001228;29;17280;0.088;23;81;
1000000001229;30;17290;0.088;24;82;
1000000001230;31;17300;0.088;25;83;
1000000001231;32;17310;0.088;26;84;
1000000001232;33;17320;0.088;27;85;
1000000001233;34;17330;0.088;28;86;
1000000001234;35;17340;0.088;29;87;
1000000001235;36;17350;0.088;30;88;
1000000001236;37;17360;0.088;31;89;
1000000001237;38;17370;0.088;32;90;
1000000001238;39;17380;0.088;33;91;
1000000001239;40;17390;0.088;34;92;
1000000001240;41;17400;0.088;35;93;
1000000001241;42;17410;0.088;36;94;
1000000001242;43;17420;0.088;10;95;
1000000001243;44;17430;0.088;11;96;
1000000001244;45;17440;0.088;12;97;
1000000001245;46;17450;0.088;13;98;
1000000001246;47;17460;0.088;14;99;
1000000001247;48;17470;0.088;15;100;
1000000001248;49;17480;0.088;16;101;
