IDSUCURSAL;CODIGOBARRASPRODUCTO;IDCATEGORIAPROD;IDTIPOPROD;CAPAVOL;CAPAPESO;CANTIDAD;TIPOALMA;NIVELREAVAST;;;Aleatorio;"""(ENTERO(ALEATORIO()*200)+100)"""
80;1000000000458;9;9;421520;33906400;245;1;30;;;440;
80;1000000000459;1;1;367297;29573345;286;2;65;;;383;
81;1000000000460;2;2;263040;21199380;245;1;5;;;274;
81;1000000000461;3;3;403620;32560500;365;2;33;;;420;
82;1000000000462;4;4;394420;31848800;315;1;36;;;410;
82;1000000000463;5;5;450684;36426780;350;2;74;;;468;
83;1000000000464;6;6;219792;17781720;204;1;36;;;228;
83;1000000000465;7;7;445830;36102990;105;2;9;;;462;
84;1000000000466;8;8;190302;15425100;135;1;15;;;197;
84;1000000000467;9;9;171159;13886535;52;2;35;;;177;
85;1000000000468;1;1;473352;38440290;144;1;58;;;489;
85;1000000000469;2;2;285855;23235675;278;2;47;;;295;
86;1000000000470;3;3;443290;36066440;236;1;54;;;457;
86;1000000000471;4;4;177693;14470725;102;2;34;;;183;
87;1000000000472;5;5;312984;25512060;232;1;48;;;322;
87;1000000000473;6;6;108976;8891120;12;2;19;;;112;
88;1000000000474;7;7;135386;11056060;6;1;18;;;139;
88;1000000000475;8;8;227175;18568935;191;2;6;;;233;
89;1000000000476;9;9;272304;22278150;175;1;13;;;279;
89;1000000000477;1;1;324364;26561660;299;2;29;;;332;
90;1000000000478;2;2;485088;39759360;347;1;29;;;496;
90;1000000000479;3;3;181115;14858275;149;2;37;;;185;
91;1000000000480;4;4;391020;32107530;195;1;39;;;399;
91;1000000000481;5;5;254079;20881875;229;2;41;;;259;
92;1000000000482;6;6;376106;30938740;87;1;49;;;383;
92;1000000000483;7;7;375506;30917170;351;2;22;;;382;
93;1000000000484;8;8;237144;19542690;178;1;33;;;241;
93;1000000000485;9;9;375285;30954345;90;2;72;;;381;
94;1000000000486;1;1;187340;15466000;72;1;34;;;190;
94;1000000000487;2;2;254646;21041190;173;2;43;;;258;
95;1000000000488;3;3;486096;40201320;195;1;39;;;492;
95;1000000000489;4;4;285821;23658985;237;2;34;;;289;
96;1000000000490;5;5;165330;13697340;88;1;21;;;167;
96;1000000000491;6;6;357751;29665175;23;2;25;;;361;
97;1000000000492;7;7;409696;34002290;412;1;70;;;413;
97;1000000000493;8;8;285984;23755680;63;2;5;;;288;
98;1000000000494;9;9;455252;37849120;328;1;13;;;458;
98;1000000000495;1;1;328350;27322350;204;2;23;;;330;
99;1000000000496;2;2;451188;37576350;168;1;86;;;453;
99;1000000000497;3;3;152541;12715065;133;2;26;;;153;
100;1000000000498;4;4;104790;8742300;88;1;17;;;105;
100;1000000000499;5;5;424575;35451375;241;2;21;;;425;
101;1000000000500;6;6;380000;31756600;40;1;41;;;380;
101;1000000000501;7;7;309309;25871025;172;2;27;;;309;
102;1000000000502;8;8;246492;20634480;151;1;22;;;246;
102;1000000000503;9;9;184552;15462440;97;2;12;;;184;
103;1000000000504;1;1;467864;39232540;147;1;88;;;466;
103;1000000000505;2;2;160800;13495200;41;2;1;;;160;
104;1000000000506;3;3;182086;15294500;4;1;19;;;181;
104;1000000000507;4;4;379639;31914935;79;2;37;;;377;
105;1000000000508;5;5;101808;8565810;91;1;15;;;101;
105;1000000000509;6;6;344069;28973065;130;2;34;;;341;
106;1000000000510;7;7;234320;19747840;227;1;41;;;232;
106;1000000000511;8;8;184002;15520050;22;2;23;;;182;
107;1000000000512;9;9;199364;16829710;93;1;9;;;197;
107;1000000000513;1;1;453824;38342080;401;2;35;;;448;
108;1000000000514;2;2;429936;36353760;11;1;12;;;424;
108;1000000000515;3;3;415135;35131055;82;2;32;;;409;
109;1000000000516;4;4;122936;10412050;107;1;24;;;121;
109;1000000000517;5;5;132210;11206650;30;2;10;;;130;
110;1000000000518;6;6;171024;14508480;149;1;21;;;168;
110;1000000000519;7;7;414733;35211605;42;2;12;;;407;
111;1000000000520;8;8;129540;11007090;117;1;10;;;127;
111;1000000000521;9;9;469660;39939500;60;2;64;;;460;
112;1000000000522;1;1;220752;18787680;37;1;2;;;216;
112;1000000000523;2;2;253704;21609480;136;2;19;;;248;
113;1000000000524;3;3;479232;40851720;35;1;70;;;468;
113;1000000000525;4;4;145550;12417190;15;2;26;;;142;
114;1000000000526;5;5;187758;16030800;60;1;32;;;183;
114;1000000000527;6;6;439556;37559140;142;2;81;;;428;
115;1000000000528;7;7;392696;33581620;223;1;53;;;382;
115;1000000000529;8;8;240786;20607210;197;2;18;;;234;
116;1000000000530;9;9;181280;15526720;12;1;33;;;176;
116;1000000000531;1;1;117534;10074750;82;2;1;;;114;
117;1000000000532;2;2;408672;35057880;123;1;51;;;396;
117;1000000000533;3;3;127059;10908255;26;2;20;;;123;
118;1000000000534;4;4;382580;32870800;47;1;22;;;370;
118;1000000000535;5;5;492660;42361620;394;2;33;;;476;
119;1000000000536;6;6;405076;34857650;5;1;31;;;391;
119;1000000000537;7;7;166957;14378105;88;2;25;;;161;
120;1000000000538;8;8;374718;32295060;257;1;50;;;361;
120;1000000000539;9;9;446770;38534450;159;2;4;;;430;
121;1000000000540;1;1;131040;11311020;36;1;1;;;126;
121;1000000000541;2;2;176970;15287250;152;2;27;;;170;
122;1000000000542;3;3;157342;13602080;96;1;10;;;151;
122;1000000000543;4;4;355663;30770135;152;2;68;;;341;
123;1000000000544;5;5;133632;11569920;98;1;24;;;128;
123;1000000000545;6;6;490105;42465605;45;2;37;;;469;
124;1000000000546;7;7;435136;37731200;263;1;70;;;416;
124;1000000000547;8;8;310959;26983935;291;2;41;;;297;
125;1000000000548;9;9;256760;22297450;195;1;22;;;245;
125;1000000000549;1;1;154203;13401255;116;2;8;;;147;
126;1000000000550;2;2;480900;41824560;162;1;50;;;458;
126;1000000000551;3;3;147140;12806500;16;2;11;;;140;
127;1000000000552;4;4;328224;28588560;298;1;40;;;312;
127;1000000000553;5;5;115830;10096350;93;2;15;;;110;
128;1000000000554;6;6;517514;45142540;80;1;73;;;491;
128;1000000000555;7;7;301730;26339170;147;2;28;;;286;
129;1000000000556;8;8;354816;30996000;35;1;6;;;336;
129;1000000000557;9;9;291732;25503780;233;2;44;;;276;
130;1000000000558;1;1;438012;38319840;332;1;12;;;414;
130;1000000000559;2;2;420423;36807855;218;2;63;;;397;
131;1000000000560;3;3;260760;22846020;191;1;31;;;246;
131;1000000000561;4;4;510341;44745025;469;2;57;;;481;
132;1000000000562;5;5;223020;19567800;71;1;10;;;210;
132;1000000000563;6;6;432641;37987345;324;2;8;;;407;
133;1000000000564;7;7;314944;27673040;276;1;14;;;296;
133;1000000000565;8;8;135255;11892915;72;2;2;;;127;
134;1000000000566;9;9;125788;11068400;22;1;9;;;118;
134;1000000000567;1;1;235807;20764055;24;2;15;;;221;
135;1000000000568;2;2;183696;16186920;115;1;6;;;172;
135;1000000000569;3;3;163557;14422545;66;2;9;;;153;
136;1000000000570;4;4;309230;27287380;58;1;34;;;289;
136;1000000000571;5;5;112455;9930375;58;2;10;;;105;
137;1000000000572;6;6;292656;25861290;83;1;2;;;273;
137;1000000000573;7;7;472120;41749400;343;2;4;;;440;
138;1000000000574;8;8;227688;20148480;124;1;36;;;212;
138;1000000000575;9;9;466550;41314630;286;2;69;;;434;
139;1000000000576;1;1;221656;19642100;183;1;16;;;206;
139;1000000000577;2;2;109854;9741510;28;2;4;;;102;
140;1000000000578;3;3;389158;34533260;60;1;36;;;361;
140;1000000000579;4;4;296725;26349125;139;2;30;;;275;
141;1000000000580;5;5;193320;17178630;56;1;8;;;179;
141;1000000000581;6;6;410780;36527500;209;2;7;;;380;
142;1000000000582;7;7;484736;43133440;119;1;26;;;448;
142;1000000000583;8;8;214434;19094130;11;2;35;;;198;
143;1000000000584;9;9;403248;35931480;160;1;74;;;372;
143;1000000000585;1;1;322245;28733265;183;2;29;;;297;
144;1000000000586;2;2;300822;26841300;267;1;11;;;277;
144;1000000000587;3;3;470671;42024815;53;2;82;;;433;
145;1000000000588;4;4;459136;41022620;24;1;59;;;422;
145;1000000000589;5;5;479160;42840600;392;2;26;;;440;
146;1000000000590;6;6;499220;44664160;209;1;41;;;458;
146;1000000000591;7;7;423308;37897900;346;2;77;;;388;
147;1000000000592;8;8;298116;26707590;246;1;49;;;273;
147;1000000000593;9;9;277622;24888190;238;2;15;;;254;
148;1000000000594;1;1;339140;30423400;204;1;62;;;310;
148;1000000000595;2;2;382155;34304955;142;2;48;;;349;
149;1000000000596;3;3;163304;14669050;113;1;10;;;149;
149;1000000000597;4;4;410278;36878270;2;2;18;;;374;
150;1000000000598;5;5;125172;11258640;78;1;12;;;114;
150;1000000000599;6;6;218701;19684085;197;2;15;;;199;
1;1000000000600;7;7;493900;44482430;22;1;13;;;449;
1;1000000000601;8;8;363330;32744250;2;2;13;;;330;
2;1000000000602;9;9;514634;46410460;327;1;28;;;467;
2;1000000000603;1;1;143390;12939550;64;2;3;;;130;
3;1000000000604;2;2;266064;24025290;80;1;9;;;241;
3;1000000000605;3;3;129285;11681865;35;2;2;;;117;
4;1000000000606;4;4;533092;48200000;24;1;57;;;482;
4;1000000000607;5;5;319923;28944795;266;2;26;;;289;
5;1000000000608;6;6;317996;28788970;210;1;8;;;287;
5;1000000000609;7;7;464671;42094835;245;2;20;;;419;
6;1000000000610;8;8;511710;46385820;205;1;23;;;461;
6;1000000000611;9;9;321079;29123975;270;2;49;;;289;
7;1000000000612;1;1;112312;10193930;50;1;15;;;101;
7;1000000000613;2;2;498624;45286080;18;2;26;;;448;
8;1000000000614;3;3;327516;29764560;203;1;26;;;294;
8;1000000000615;4;4;548580;49886340;439;2;68;;;492;
9;1000000000616;5;5;493272;44885100;218;1;66;;;442;
9;1000000000617;6;6;225634;20544410;70;2;12;;;202;
10;1000000000618;7;7;292916;26687320;259;1;5;;;262;
10;1000000000619;8;8;251775;22953375;162;2;18;;;225;
11;1000000000620;9;9;133280;12158230;47;1;5;;;119;
11;1000000000621;1;1;362083;33050975;228;2;38;;;323;
12;1000000000622;2;2;113322;10350480;69;1;19;;;101;
12;1000000000623;3;3;117915;10776675;29;2;16;;;105;
13;1000000000624;4;4;464212;42452270;113;1;12;;;413;
13;1000000000625;5;5;266625;24397965;67;2;7;;;237;
14;1000000000626;6;6;222948;20413800;98;1;13;;;198;
14;1000000000627;7;7;145383;13319895;103;2;20;;;129;
15;1000000000628;8;8;553848;50774310;371;1;44;;;491;
15;1000000000629;9;9;453858;41633130;76;2;40;;;402;
16;1000000000630;1;1;325440;29871360;0;1;11;;;288;
16;1000000000631;2;2;325728;29916000;72;2;51;;;288;
17;1000000000632;3;3;324884;29856610;55;1;40;;;287;
17;1000000000633;4;4;444136;40840520;208;2;39;;;392;
18;1000000000634;5;5;463806;42675060;203;1;24;;;409;
18;1000000000635;6;6;485780;44723860;134;2;51;;;428;
19;1000000000636;7;7;419184;38615850;146;1;44;;;369;
19;1000000000637;8;8;513924;47371860;241;2;49;;;452;
20;1000000000638;9;9;370988;34216960;141;1;55;;;326;
20;1000000000639;1;1;208437;19236045;161;2;21;;;183;
21;1000000000640;2;2;294120;27159660;224;1;30;;;258;
21;1000000000641;3;3;429016;39639800;145;2;67;;;376;
22;1000000000642;4;4;376860;34841400;61;1;29;;;330;
22;1000000000643;5;5;532638;49272510;209;2;93;;;466;
23;1000000000644;6;6;420992;38967520;221;1;25;;;368;
23;1000000000645;7;7;336630;31177230;183;2;29;;;294;
24;1000000000646;8;8;184506;17098200;66;1;17;;;161;
24;1000000000647;9;9;310837;28822205;34;2;16;;;271;
25;1000000000648;1;1;119392;11077040;96;1;12;;;104;
25;1000000000649;2;2;143625;13333125;71;2;5;;;125;
26;1000000000650;3;3;487600;45291680;417;1;25;;;424;
26;1000000000651;4;4;496081;46106225;417;2;51;;;431;
27;1000000000652;5;5;432000;40173750;219;1;18;;;375;
27;1000000000653;6;6;116453;10835785;6;2;18;;;101;
28;1000000000654;7;7;345046;32124560;180;1;59;;;299;
28;1000000000655;8;8;332640;30987360;7;2;28;;;288;
29;1000000000656;9;9;432344;40298500;138;1;74;;;374;
29;1000000000657;1;1;402636;37550940;158;2;31;;;348;
30;1000000000658;2;2;163278;15236460;39;1;26;;;141;
30;1000000000659;3;3;399855;37334175;59;2;55;;;345;
31;1000000000660;4;4;121800;11378850;4;1;11;;;105;
31;1000000000661;5;5;186921;17472525;30;2;12;;;161;
32;1000000000662;6;6;287014;26843960;102;1;12;;;247;
32;1000000000663;7;7;317499;29711955;216;2;21;;;273;
33;1000000000664;8;8;140844;13187790;22;1;7;;;121;
33;1000000000665;9;9;207370;19427810;68;2;35;;;178;
34;1000000000666;1;1;471064;44157200;63;1;80;;;404;
34;1000000000667;2;2;182052;17074980;18;2;14;;;156;
35;1000000000668;3;3;126144;11837880;62;1;12;;;108;
35;1000000000669;4;4;314461;29526785;247;2;53;;;269;
36;1000000000670;5;5;212940;20005440;8;1;3;;;182;
36;1000000000671;6;6;365352;34343400;98;2;56;;;312;
37;1000000000672;7;7;507476;47729590;429;1;64;;;433;
37;1000000000673;8;8;543099;51108255;164;2;92;;;463;
38;1000000000674;9;9;401508;37804680;323;1;6;;;342;
38;1000000000675;1;1;547550;51583870;37;2;88;;;466;
39;1000000000676;2;2;408072;38464950;297;1;17;;;347;
39;1000000000677;3;3;464915;43846975;67;2;75;;;395;
40;1000000000678;4;4;384028;36238160;189;1;58;;;326;
40;1000000000679;5;5;380817;35954745;147;2;22;;;323;
41;1000000000680;6;6;546340;51610610;273;1;37;;;463;
41;1000000000681;7;7;425160;40185000;76;2;68;;;360;
42;1000000000682;8;8;390060;36887400;229;1;29;;;330;
42;1000000000683;9;9;198744;18805080;73;2;18;;;168;
43;1000000000684;1;1;150368;14235430;116;1;7;;;127;
43;1000000000685;2;2;427785;40520445;155;2;39;;;361;
44;1000000000686;3;3;482702;45746800;201;1;44;;;407;
44;1000000000687;4;4;362035;34329275;59;2;12;;;305;
45;1000000000688;5;5;574992;54551640;229;1;87;;;484;
45;1000000000689;6;6;430418;40857130;256;2;61;;;362;
46;1000000000690;7;7;364140;34584120;33;1;30;;;306;
46;1000000000691;8;8;570489;54210825;168;2;14;;;479;
47;1000000000692;9;9;470840;44765350;364;1;79;;;395;
47;1000000000693;1;1;319724;30413980;86;2;8;;;268;
48;1000000000694;2;2;333126;31705560;120;1;39;;;279;
48;1000000000695;3;3;498315;47452515;38;2;79;;;417;
49;1000000000696;4;4;196144;18687800;115;1;21;;;164;
49;1000000000697;5;5;177156;16887540;82;2;25;;;148;
50;1000000000698;6;6;427686;40790820;326;1;24;;;357;
50;1000000000699;7;7;559933;53431805;168;2;70;;;467;
51;1000000000700;8;8;342000;32652450;122;1;34;;;285;
51;1000000000701;9;9;184954;17667650;82;2;12;;;154;
52;1000000000702;1;1;314924;30098560;102;1;41;;;262;
52;1000000000703;2;2;543756;51995820;29;2;40;;;452;
53;1000000000704;3;3;168560;16126600;92;1;28;;;140;
53;1000000000705;4;4;354270;33911430;91;2;32;;;294;
54;1000000000706;5;5;120600;11550000;94;1;9;;;100;
54;1000000000707;6;6;302957;29029405;14;2;32;;;251;
55;1000000000708;7;7;218648;20961610;101;1;30;;;181;
55;1000000000709;8;8;430404;41283540;67;2;39;;;356;
56;1000000000710;9;9;375100;35997200;275;1;52;;;310;
56;1000000000711;1;1;278530;26743250;143;2;6;;;230;
57;1000000000712;2;2;404808;38887620;196;1;16;;;334;
57;1000000000713;3;3;242600;23317000;160;2;4;;;200;
58;1000000000714;4;4;506238;48680580;369;1;62;;;417;
58;1000000000715;5;5;422820;40679460;342;2;31;;;348;
59;1000000000716;6;6;210368;20249650;29;1;12;;;173;
59;1000000000717;7;7;528178;50866970;272;2;65;;;434;
60;1000000000718;8;8;505470;48704400;410;1;83;;;415;
60;1000000000719;9;9;393737;37957345;277;2;9;;;323;
61;1000000000720;1;1;272060;26240410;3;1;8;;;223;
61;1000000000721;2;2;161172;15552900;54;2;13;;;132;
62;1000000000722;3;3;361712;34922080;42;1;26;;;296;
62;1000000000723;4;4;533228;51506860;337;2;65;;;436;
63;1000000000724;5;5;368424;35605290;141;1;33;;;301;
63;1000000000725;6;6;602700;58274940;293;2;49;;;492;
64;1000000000726;7;7;154476;14943600;38;1;5;;;126;
64;1000000000727;8;8;311658;30163770;34;2;10;;;254;
65;1000000000728;9;9;515760;49942200;169;1;33;;;420;
65;1000000000729;1;1;471936;45720960;364;2;61;;;384;
66;1000000000730;2;2;399750;38746500;68;1;13;;;325;
66;1000000000731;3;3;286823;27814375;99;2;9;;;233;
67;1000000000732;4;4;380688;36934770;294;1;49;;;309;
67;1000000000733;5;5;355104;34469280;274;2;54;;;288;
68;1000000000734;6;6;322074;31278240;67;1;2;;;261;
68;1000000000735;7;7;174135;16919295;87;2;7;;;141;
69;1000000000736;8;8;414060;40250250;271;1;50;;;335;
69;1000000000737;9;9;317909;30918385;54;2;10;;;257;
70;1000000000738;1;1;459298;44690660;78;1;59;;;371;
70;1000000000739;2;2;258951;25208535;156;2;41;;;209;
71;1000000000740;3;3;167400;16303950;131;1;6;;;135;
71;1000000000741;4;4;526184;51272200;244;2;55;;;424;
72;1000000000742;5;5;392472;38261280;275;1;47;;;316;
72;1000000000743;6;6;187693;18306485;44;2;7;;;151;
73;1000000000744;7;7;384396;37509510;68;1;27;;;309;
73;1000000000745;8;8;585150;57126150;243;2;47;;;470;
74;1000000000746;9;9;183162;17889900;126;1;10;;;147;
74;1000000000747;1;1;395299;38628035;47;2;12;;;317;
75;1000000000748;2;2;440544;43069530;88;1;60;;;353;
75;1000000000749;3;3;412170;40314450;238;2;39;;;330;
76;1000000000750;4;4;283750;27766640;173;1;22;;;227;
76;1000000000751;5;5;449109;43968525;341;2;14;;;359;
77;1000000000752;6;6;338040;33110100;178;1;48;;;270;
77;1000000000753;7;7;565103;55376035;321;2;4;;;451;
78;1000000000754;8;8;396264;38849040;161;1;60;;;316;
78;1000000000755;9;9;445525;43698725;274;2;28;;;355;
79;1000000000756;1;1;396896;38947000;127;1;15;;;316;
79;1000000000757;2;2;374586;36774690;109;2;26;;;298;
80;1000000000758;3;3;539682;53007240;184;1;77;;;429;
80;1000000000759;4;4;226620;22268700;73;2;10;;;180;
81;1000000000760;5;5;432180;42487410;122;1;44;;;343;
81;1000000000761;6;6;327860;32246500;196;2;36;;;260;
82;1000000000762;7;7;439176;43214640;75;1;3;;;348;
82;1000000000763;8;8;215973;21261285;18;2;3;;;171;
83;1000000000764;9;9;212352;20914320;3;1;6;;;168;
83;1000000000765;1;1;332695;32781635;260;2;44;;;263;
84;1000000000766;2;2;451962;44553600;83;1;35;;;357;
84;1000000000767;3;3;600558;59228670;271;2;94;;;474;
85;1000000000768;4;4;423512;41786740;168;1;60;;;334;
85;1000000000769;5;5;335016;33069960;134;2;13;;;264;
86;1000000000770;6;6;537210;53052660;12;1;76;;;423;
86;1000000000771;7;7;247845;24487125;157;2;21;;;195;
87;1000000000772;8;8;597840;59093100;330;1;32;;;470;
87;1000000000773;9;9;600856;59417720;427;2;89;;;472;
88;1000000000774;1;1;522340;51676400;231;1;41;;;410;
88;1000000000775;2;2;201450;19938810;32;2;20;;;158;
89;1000000000776;3;3;603548;59763550;235;1;18;;;473;
89;1000000000777;4;4;527401;52246565;170;2;49;;;413;
90;1000000000778;5;5;511200;50664000;239;1;80;;;400;
90;1000000000779;6;6;437418;43370730;180;2;54;;;342;
91;1000000000780;7;7;231680;22981570;32;1;10;;;181;
91;1000000000781;8;8;219051;21738375;53;2;30;;;171;
92;1000000000782;9;9;264092;26219680;39;1;6;;;206;
92;1000000000783;1;1;357957;35554365;225;2;13;;;279;
93;1000000000784;2;2;169488;16841880;46;1;17;;;132;
93;1000000000785;3;3;639930;63617010;481;2;39;;;498;
94;1000000000786;4;4;254628;25324200;194;1;31;;;198;
94;1000000000787;5;5;482625;48020625;141;2;48;;;375;
95;1000000000788;6;6;203504;20257180;114;1;6;;;158;
95;1000000000789;7;7;491109;48907065;211;2;34;;;381;
96;1000000000790;8;8;586950;58476600;106;1;77;;;455;
96;1000000000791;9;9;147174;14668950;103;2;3;;;114;
97;1000000000792;1;1;299744;29888560;34;1;25;;;232;
97;1000000000793;2;2;623226;62170770;298;2;43;;;482;
98;1000000000794;3;3;600416;59920960;281;1;60;;;464;
98;1000000000795;4;4;503755;50295755;94;2;11;;;389;
99;1000000000796;5;5;281232;28090650;52;1;19;;;217;
99;1000000000797;6;6;544740;54434100;357;2;25;;;420;
100;1000000000798;7;7;562034;56186080;279;1;17;;;433;
100;1000000000799;8;8;541683;54174555;105;2;33;;;417;
101;1000000000800;9;9;345800;34598620;133;1;34;;;266;
101;1000000000801;1;1;335658;33598050;136;2;46;;;258;
102;1000000000802;2;2;173166;17340540;15;1;3;;;133;
102;1000000000803;3;3;526412;52736140;271;2;44;;;404;
103;1000000000804;4;4;462920;46394950;45;1;24;;;355;
103;1000000000805;5;5;463275;46449975;51;2;14;;;355;
104;1000000000806;6;6;519788;52138000;167;1;75;;;398;
104;1000000000807;7;7;240488;24132520;18;2;3;;;184;
105;1000000000808;8;8;571596;57382470;40;1;30;;;437;
105;1000000000809;9;9;640101;64286385;139;2;73;;;489;
106;1000000000810;1;1;176850;17768700;48;1;4;;;135;
106;1000000000811;2;2;329061;33075525;33;2;45;;;251;
107;1000000000812;3;3;388352;39051280;27;1;8;;;296;
107;1000000000813;4;4;534391;53758595;330;2;73;;;407;
108;1000000000814;5;5;170820;17191200;117;1;16;;;130;
108;1000000000815;6;6;303765;30583245;31;2;30;;;231;
109;1000000000816;7;7;479024;48248200;223;1;14;;;364;
109;1000000000817;8;8;568944;57328560;5;2;82;;;432;
110;1000000000818;9;9;150252;15146040;43;1;5;;;114;
110;1000000000819;1;1;220273;22213505;136;2;30;;;167;
111;1000000000820;2;2;403920;40750020;233;1;39;;;306;
111;1000000000821;3;3;566709;57196425;254;2;51;;;429;
112;1000000000822;4;4;315958;31901720;133;1;45;;;239;
112;1000000000823;5;5;620487;62674815;159;2;79;;;469;
113;1000000000824;6;6;319084;32243390;85;1;26;;;241;
113;1000000000825;7;7;518075;52372495;196;2;35;;;391;
114;1000000000826;8;8;270504;27356400;125;1;28;;;204;
114;1000000000827;9;9;258765;26179725;20;2;3;;;195;
115;1000000000828;1;1;343952;34812190;6;1;33;;;259;
115;1000000000829;2;2;635262;64322070;200;2;57;;;478;
116;1000000000830;3;3;295260;29907840;5;1;26;;;222;
116;1000000000831;4;4;601612;60963500;137;2;85;;;452;
117;1000000000832;5;5;495504;50231160;331;1;7;;;372;
117;1000000000833;6;6;643839;65294355;416;2;82;;;483;
118;1000000000834;7;7;661664;67128640;397;1;84;;;496;
118;1000000000835;8;8;355110;36041670;130;2;10;;;266;
119;1000000000836;9;9;420840;42729750;41;1;25;;;315;
119;1000000000837;1;1;161777;16432405;114;2;20;;;121;
120;1000000000838;2;2;164574;16723080;9;1;12;;;123;
120;1000000000839;3;3;461955;46959675;325;2;31;;;345;
121;1000000000840;4;4;347060;35293930;212;1;2;;;259;
121;1000000000841;5;5;594063;60436275;203;2;66;;;443;
122;1000000000842;6;6;187880;19121200;55;1;18;;;140;
122;1000000000843;7;7;308890;31449050;151;2;32;;;230;
123;1000000000844;8;8;452928;46131930;179;1;47;;;337;
123;1000000000845;9;9;254205;25901505;17;2;7;;;189;
124;1000000000846;1;1;651464;66404800;469;1;72;;;484;
124;1000000000847;2;2;150864;15383760;25;2;8;;;112;
125;1000000000848;3;3;172544;17601280;119;1;23;;;128;
125;1000000000849;4;4;455962;46530770;16;2;54;;;338;
126;1000000000850;5;5;608850;62156820;244;1;22;;;451;
126;1000000000851;6;6;353962;36149450;255;2;52;;;262;
127;1000000000852;7;7;274456;28040390;37;1;8;;;203;
127;1000000000853;8;8;240834;24614730;43;2;14;;;178;
128;1000000000854;9;9;138108;14120880;12;1;8;;;102;
128;1000000000855;1;1;395660;40469740;33;2;40;;;292;
129;1000000000856;2;2;619692;63408750;326;1;4;;;457;
129;1000000000857;3;3;499376;51117040;144;2;73;;;368;
130;1000000000858;4;4;382956;39214920;151;1;36;;;282;
